"리드텍  쿼드로 P4000 D5 8GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,,,,,,,,,,최대 105W,1408640,http://timg.danawa.com/prod_img/500000/485/041/img/5041485_1.jpg"
"리드텍  쿼드로 NVS 315 D3 1GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,,,,O,,,,,,,방열판+쿨러,145 mm,20 mm,최대 19.5W,138720,http://timg.danawa.com/prod_img/500000/525/279/img/2279525_1.jpg"
"갤럭시 GALAX 지포스 GTX950 OC BLACK D5 2GB,갤럭시,NVIDIA,지포스 GTX9xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,3개,O,O,O,,O,,,,,180 mm,39 mm,최대 75W,145810,http://timg.danawa.com/prod_img/500000/879/467/img/3467879_1.jpg"
"리드텍  쿼드로 M5000 D5 8GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,O,O,,,,,,,266 mm,40 mm,최대 150W,2774470,http://timg.danawa.com/prod_img/500000/701/477/img/3477701_1.jpg"
"XFX  라데온 RX 460 블랙울프 Slim OC D5 2GB,XFX,AMD(ATi),라데온 RX 4xx,PCIe3.0x8,GDDR5(DDR5),2GB,128-bit,1개,1개,,O,,,O,,,,,170 mm,18 mm,,139460,http://timg.danawa.com/prod_img/500000/304/831/img/4831304_1.jpg"
"리드텍  쿼드로 NVS 810 D3 4GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR3(DDR3),4GB,128-bit,,8개,,,O,,,,,,방열판+쿨러,,,최대 68W,1059930,http://timg.danawa.com/prod_img/500000/408/648/img/3648408_1.jpg"
"inno3D  지포스 GT730 D3 1GB LP 무소음,inno3D,NVIDIA,지포스 GT7xx,PCIe2.0x8,SDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판,140 mm,28 mm,최대 23W,60790,http://timg.danawa.com/prod_img/500000/462/672/img/2672462_1.jpg"
"리드텍  쿼드로 NVS 510 D3 2GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe x16,GDDR3(DDR3),2GB,128-bit,,4개,,,,,,,,,방열판+쿨러,,,최대 35W,531050,http://timg.danawa.com/prod_img/500000/183/906/img/1906183_1.jpg"
"MSI  2WAY SLI HB 브릿지 L,MSI,NVIDIA,,,,,,,,,,,,,,,,,,,,47990,http://timg.danawa.com/prod_img/500000/586/923/img/4923586_1.jpg"
"XFX  라데온 RX 460 블랙울프 Mini OC D5 2GB,XFX,AMD(ATi),라데온 RX 4xx,PCIe3.0x8,GDDR5(DDR5),2GB,128-bit,1개,1개,,O,O,,O,,,,,178 mm,40 mm,,136640,http://timg.danawa.com/prod_img/500000/876/735/img/4735876_1.jpg"
"inno3D  지포스 GT710 D3 1GB,inno3D,NVIDIA,지포스 GT7xx,PCIe2.0x8,SDDR3,1GB,64-bit,1개,,,O,,,,,,,방열판,140 mm,36 mm,최대 19W,41810,http://timg.danawa.com/prod_img/500000/262/722/img/3722262_1.jpg"
"MANLI  지포스 GT710 Mini D3 1GB LP,MANLI,NVIDIA,지포스 GT7xx,PCIe2.0x8,SDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판,146 mm,18 mm,최대 19W,43960,http://timg.danawa.com/prod_img/500000/994/748/img/3748994_1.jpg"
"리드텍  쿼드로 P600 MDP to DP D5 2GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,4개(mini),,,,,,,,,,,,최대 40W,276360,http://timg.danawa.com/prod_img/500000/354/041/img/5041354_1.jpg"
"이엠텍 XENON 지포스 GT710 D3 1GB LP,이엠텍,NVIDIA,지포스 GT7xx,PCIe2.0x8,SDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,115 mm,18 mm,최대 19W,44490,http://timg.danawa.com/prod_img/500000/913/797/img/3797913_1.jpg"
"AXLE  지포스 GTX750 Ti V2 D5 1GB,AXLE,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,146 mm,36 mm,최대 60W,114180,http://timg.danawa.com/prod_img/500000/673/608/img/2608673_1.jpg"
"STCOM  지포스 GT730 D3 1GB 64BIT LP,STCOM,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,147 mm,19 mm,,69690,http://timg.danawa.com/prod_img/500000/700/363/img/3363700_1.jpg"
"MSI  지포스 GT710 D3 2GB LP 무소음 웨이코스,MSI,NVIDIA,지포스 GT7xx,PCIe2.0x8,GDDR3(DDR3),2GB,64-bit,1개,,,O,,,,,,,방열판,146 mm,19 mm,최대 19W,51460,http://timg.danawa.com/prod_img/500000/562/734/img/3734562_1.jpg"
"PALIT  지포스 GTX1050 STORM X D5 2GB,PALIT,NVIDIA,지포스 GTX10xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,1개,,O,O,,O,,,,방열판+쿨러,166 mm,,최대 75W,150100,http://timg.danawa.com/prod_img/500000/209/222/img/5222209_1.jpg"
"리드텍  쿼드로 P5000 D5X 16GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5X(DDR5X),16GB,256-bit,,4개,,,,,,,,,,267 mm,40 mm,최대 180W,3499520,http://timg.danawa.com/prod_img/500000/017/728/img/4728017_1.jpg"
"PowerColor  라데온 RX 550 D5 2GB 레드드래곤 디앤디컴,PowerColor,AMD(ATi),라데온 RX 5xx,PCIe3.0x8,GDDR5(DDR5),2GB,128-bit,1개,1개,,,O,,,,,,,225 mm,38 mm,,109360,http://timg.danawa.com/prod_img/500000/339/111/img/5111339_1.jpg"
"GAINWARD  지포스 GT730 D3 1GB 디앤디컴,GAINWARD,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,115 mm,19 mm,,64130,http://timg.danawa.com/prod_img/500000/944/529/img/3529944_1.jpg"
"STCOM  지포스 GT610 D3 1GB 64BIT LP,STCOM,NVIDIA,지포스 GT6xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,145 mm,20 mm,,43600,http://timg.danawa.com/prod_img/500000/662/363/img/3363662_1.jpg"
"GAINWARD  지포스 GT710 SD3 1GB 디앤디컴,GAINWARD,NVIDIA,지포스 GT7xx,PCIe2.0x8,SDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,112 mm,17 mm,최대 19W,42660,http://timg.danawa.com/prod_img/500000/940/772/img/3772940_1.jpg"
"AXLE  지포스 GT1030 D5 2GB LP,AXLE,NVIDIA,지포스 GT10xx,PCIe3.0x4,GDDR5(DDR5),2GB,64-bit,1개,,,O,,,O,,,,방열판+쿨러,167 mm,25 mm,최대 30W,89530,http://timg.danawa.com/prod_img/500000/991/202/img/5202991_1.jpg"
"GIGABYTE  지포스 GT740 UD2 OC D5 1GB WING-100,GIGABYTE,NVIDIA,지포스 GT7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,187 mm,42 mm,,116000,http://timg.danawa.com/prod_img/500000/414/634/img/2634414_1.jpg"
"리드텍  쿼드로 P400 MDP to DP D5 2GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,64-bit,,3개(mini),,,,,,,,,,,,,183160,http://timg.danawa.com/prod_img/500000/307/041/img/5041307_1.jpg"
"MANLI  지포스 GT730 Mini Cool D3 1GB LP,MANLI,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,145 mm,16 mm,최대 25W,64330,http://timg.danawa.com/prod_img/500000/457/795/img/2795457_1.jpg"
"AXLE  지포스 GTX650 D5 1GB,AXLE,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,,O,,,,,,방열판+쿨러,145 mm,36 mm,최대 70W,79770,http://timg.danawa.com/prod_img/500000/824/796/img/1796824_1.jpg"
"ZOTAC  지포스 GT710 ZONE D3 1GB 무소음 PCIE x1,ZOTAC,NVIDIA,지포스 GT7xx,PCIe x1,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판,146 mm,19 mm,최대 25W,111980,http://timg.danawa.com/prod_img/500000/250/023/img/4023250_1.jpg"
"GIGABYTE  XTREME SLI HB 브릿지 M,GIGABYTE,NVIDIA,,,,,,,,,,,,,,,,,,,,36990,http://timg.danawa.com/prod_img/500000/619/545/img/4545619_1.jpg"
"MANLI  지포스 GT730 Mini D3 1GB LP,MANLI,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판,140 mm,32 mm,최대 25W,65400,http://timg.danawa.com/prod_img/500000/972/845/img/2845972_1.jpg"
"MANLI  지포스 GTX750 Black Knight D5 1GB,MANLI,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,Mini 1개,,,O,O,,,,,,방열판+쿨러,150 mm,33 mm,최대 55W,116870,http://timg.danawa.com/prod_img/500000/440/600/img/2600440_1.jpg"
"SNK테크 JACKPOT 지포스 GT730 D3 1GB COOL,SNK테크,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,,,,,,,,,154 mm,38 mm,,60200,http://timg.danawa.com/prod_img/500000/588/004/img/5004588_1.jpg"
"갤럭시 GALAX HOF SLI Bridge 대교 8,갤럭시,NVIDIA,,,,,,,,,,,,,,,,,,,,44490,http://timg.danawa.com/prod_img/500000/158/369/img/4369158_1.jpg"
"리드텍  쿼드로 P1000 MDP to DVI D5 4GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,4개(mini),,,,,,,,,,,,최대 47W,602250,http://timg.danawa.com/prod_img/500000/764/212/img/5212764_1.jpg"
"ASUS ROG Enthusiast 2-WAY SLI Bridge STCOM,ASUS,,,,,,,,,,,,,,,,,,,,,58970,http://timg.danawa.com/prod_img/500000/712/118/img/3118712_1.jpg"
"SNK테크 JACKPOT 지포스 GTX750 Ti V2 D5 1GB,SNK테크,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,,,,,,,,156 mm,38 mm,최대 60W,118780,http://timg.danawa.com/prod_img/500000/522/004/img/5004522_1.jpg"
"MANLI  지포스 GTX750 Ti Black Knight D5 1GB,MANLI,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,mini 1개,,,O,O,,,,,,방열판+쿨러,150 mm,36 mm,최대 60W,123300,http://timg.danawa.com/prod_img/500000/723/650/img/2650723_1.jpg"
"갤럭시 GALAX HOF SLI Bridge 대교 6,갤럭시,NVIDIA,,,,,,,,,,,,,,,,,,,,44490,http://timg.danawa.com/prod_img/500000/144/369/img/4369144_1.jpg"
"GAINWARD  지포스 GT730 D3 1GB SilentFX 디앤디컴,GAINWARD,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판+쿨러,115 mm,34 mm,,62190,http://timg.danawa.com/prod_img/500000/819/148/img/4148819_1.jpg"
"MANLI  지포스 GTX750 Ti Black Knight D5 2GB,MANLI,,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,Mini HDMI 1개,,,O,O,,,,,,방열판+쿨러,150 mm,33 mm,최대 60W,134020,http://timg.danawa.com/prod_img/500000/509/600/img/2600509_1.jpg"
"ASUS STRIX 라데온 R9 FURY DC3 HBM 4GB GAMING STCOM,ASUS,AMD(ATi),라데온 R9 Fury,PCIe3.0x16,HBM(1세대),4GB,4096-bit,1개,3개,,,O,,,,,,,300 mm,40 mm,,903830,http://timg.danawa.com/prod_img/500000/394/350/img/3350394_1.jpg"
"리드텍  쿼드로 P600 MDP to DVI D5 2GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,,4개(mini),,,,,,,,,,,,최대 40W,317250,http://timg.danawa.com/prod_img/500000/762/212/img/5212762_1.jpg"
"ASUS ROG Enthusiast 4-WAY SLI Bridge STCOM,ASUS,NVIDIA,,,,,,,,,,,,,,,,,,,,72910,http://timg.danawa.com/prod_img/500000/721/118/img/3118721_1.jpg"
"리드텍  쿼드로 P400 MDP to DVI D5 2GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,64-bit,,3개(mini),,,,,,,,,,,,,212750,http://timg.danawa.com/prod_img/500000/756/212/img/5212756_1.jpg"
"SNK테크 JACKPOT 지포스 G210 D3 1GB,SNK테크,NVIDIA,지포스 G2xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,,,,,,,,,,178 mm,18 mm,최대 30.5W,36100,http://timg.danawa.com/prod_img/500000/367/093/img/5093367_1.jpg"
"ASUS ROG Enthusiast 3-WAY SLI Bridge STCOM,ASUS,NVIDIA,,,,,,,,,,,,,,,,,,,,67550,http://timg.danawa.com/prod_img/500000/719/118/img/3118719_1.jpg"
"MSI  게이밍 SLI Bridge 2WAY-L 웨이코스,MSI,NVIDIA,,,,,,,,,,,,,,,,,,,,44810,http://timg.danawa.com/prod_img/500000/944/508/img/3508944_1.jpg"
"AXLE  지포스 GTX750 V2 D5 1GB,AXLE,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,146 mm,36 mm,,95800,http://timg.danawa.com/prod_img/500000/295/582/img/2582295_1.jpg"
"리드텍  쿼드로 K1200 MDP to DP D5 4GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR5(DDR5),4GB,128-bit,,4개,,,O,,,,,,방열판+쿨러,160 mm,20 mm,최대 45W,495770,http://timg.danawa.com/prod_img/500000/678/156/img/3156678_1.jpg"
"리드텍  쿼드로 K1200 MDP to DVI D5 4GB ABKO,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR5(DDR5),4GB,128-bit,,4개,,,O,,,,,,방열판+쿨러,160 mm,20 mm,최대 45W,507460,http://timg.danawa.com/prod_img/500000/915/156/img/3156915_1.jpg"
"MANLI  지포스 GTX950 Black Knight D5 2GB,MANLI,NVIDIA,지포스 GTX9xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,1개,O,O,O,,,,,,방열판+쿨러,183 mm,35 mm,최대 90W,150000,http://timg.danawa.com/prod_img/500000/256/381/img/3381256_1.jpg"
"GAINWARD  지포스 GTX970 D5 4GB Gamers Spirit! 디앤디컴,GAINWARD,NVIDIA,지포스 GTX9xx,PCIe3.0x16,GDDR5(DDR5),4GB,256-bit,1개,mini DP 2개,O,O,O,O,,,,,히트파이프+쿨러,247 mm,42 mm,최대 150W,466000,http://timg.danawa.com/prod_img/500000/105/530/img/3530105_1.jpg"
"지포스 GTX750 Ti i-Cafe D5 1GB,,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,,,,,,,방열판+쿨러,190 mm,40 mm,최대 60W,134850,http://timg.danawa.com/prod_img/500000/745/256/img/4256745_1.jpg"
"갤럭시 GALAX 지포스 GT730 D5 1GB,갤럭시,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR5(DDR5),1GB,64-bit,1개,,,,,,,,,,방열판+쿨러,169 mm,38 mm,,63260,http://timg.danawa.com/prod_img/500000/850/951/img/3951850_1.jpg"
"리드텍  쿼드로 K620 D3 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR3(DDR3),2GB,128-bit,,1개,,O,,,,,,,,160 mm,20 mm,최대 45W,219790,http://timg.danawa.com/prod_img/500000/633/837/img/2837633_1.jpg"
"ASUS PH 지포스 GTX1050 D5 2GB,ASUS,NVIDIA,지포스 GTX10xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,1개,,,,,,,,,방열판+쿨러,192 mm,37 mm,,146890,http://timg.danawa.com/prod_img/500000/107/065/img/5065107_1.jpg"
"GIGABYTE  지포스 GT1030 UD2 D5 2GB 팬리스,GIGABYTE,NVIDIA,지포스 GT10xx,PCIe3.0x4,GDDR5(DDR5),2GB,64-bit,1개,,O,,O,,O,,,,방열판,175 mm,36 mm,,111040,http://timg.danawa.com/prod_img/500000/720/212/img/5212720_1.jpg"
"FORSA  지포스 GTX650 D5 1GB/128bit Plus,FORSA,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,,,,,,,방열판+쿨러,152 mm,,최대 64W,78270,http://timg.danawa.com/prod_img/500000/613/970/img/3970613_1.jpg"
"ASUS EX 지포스 GTX1050 O2G D5 2GB,ASUS,NVIDIA,지포스 GTX10xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,1개,,,,,O,,,,,212 mm,38 mm,,162970,http://timg.danawa.com/prod_img/500000/669/078/img/5078669_1.jpg"
"리드텍  쿼드로 GP100 HBM2 16GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,HBM(2세대),16GB,4096-bit,,4개,,,,,,,,,,,,최대 235W,12125330,http://timg.danawa.com/prod_img/500000/223/055/img/5055223_1.jpg"
"갤럭시 GALAX 지포스 GTX950 개간지 V2 EXOC D5 2GB,갤럭시,NVIDIA,지포스 GTX9xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,1개,O,,O,,,,,,,239 mm,39 mm,최대 90W,156000,http://timg.danawa.com/prod_img/500000/527/399/img/4399527_1.jpg"
"FORSA  지포스 GTX750 D5 1GB UP,FORSA,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,,,,,,,,방열판+쿨러,,,최대 55W,93810,http://timg.danawa.com/prod_img/500000/500/804/img/4804500_1.jpg"
"엠탑코리아  지포스 GTX750 Ti PLUS D5 2GB,엠탑코리아,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),2GB,128-bit,1개,,,,,,,,,,방열판+쿨러,,,최대 60W,116870,http://timg.danawa.com/prod_img/500000/519/024/img/5024519_1.jpg"
"PowerColor  라데온 R5 230 D3 1GB Fan 가온디앤아이,PowerColor,AMD(ATi),라데온 R5 2xx,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,1개,,O,O,,,,,,,방열판+쿨러,145 mm,16 mm,,38380,http://timg.danawa.com/prod_img/500000/863/036/img/4036863_1.jpg"
"AMD  라데온 PRO WX4100 D5 4GB 블루존,AMD,AMD(ATi),라데온 PRO 시리즈,PCIe3.0x8,GDDR5(DDR5),4GB,128-bit,,mini DP 4개,,,O,,,,,,,170 mm,18 mm,최대 50W,562880,http://timg.danawa.com/prod_img/500000/219/728/img/4728219_1.jpg"
"리드텍  쿼드로 M2000 D5 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,4개,,,O,,,,,,방열판+쿨러,168 mm,20 mm,최대 75W,632570,http://timg.danawa.com/prod_img/500000/540/058/img/4058540_1.jpg"
"리드텍  쿼드로 NVS 315 D3 1GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR3(DDR3),1GB,64-bit,,,,O,,,,,,,방열판+쿨러,145 mm,20 mm,최대 19.5W,137240,http://timg.danawa.com/prod_img/500000/382/211/img/2211382_1.jpg"
"AMD  라데온 PRO WX7100 D5 8GB 블루존,AMD,AMD(ATi),라데온 PRO 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,O,,,,,,,242 mm,18 mm,최대 130W,1231910,http://timg.danawa.com/prod_img/500000/640/903/img/4903640_1.jpg"
"AMD  라데온 PRO WX5100 D5 8GB 블루존,AMD,AMD(ATi),라데온 PRO 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,O,,,,,,,173 mm,18 mm,최대 75W,814870,http://timg.danawa.com/prod_img/500000/606/903/img/4903606_1.jpg"
"갤럭시 GALAX 지포스 GT730 D5 2GB,갤럭시,NVIDIA,지포스 GT7xx,PCIe2.0x16,GDDR5(DDR5),2GB,64-bit,1개,,,,O,,O,,,,,177 mm,35 mm,최대 38W,70760,http://timg.danawa.com/prod_img/500000/773/126/img/5126773_1.jpg"
"FORSA  지포스 GTX750 Ti V2 D5 1GB,FORSA,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,156 mm,38 mm,최대 60W,110430,http://timg.danawa.com/prod_img/500000/808/008/img/3008808_1.jpg"
"리드텍  쿼드로 K420 D3 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR3(DDR3),2GB,128-bit,,1개,,O,,,,,,,방열판+쿨러,177 mm,20 mm,최대 45W,154390,http://timg.danawa.com/prod_img/500000/193/471/img/3471193_1.jpg"
"엠탑코리아  지포스 GTX750 Ti D5 1GB DP,엠탑코리아,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,1개,,,,,,,,,방열판+쿨러,,,최대 60W,112580,http://timg.danawa.com/prod_img/500000/501/024/img/5024501_1.jpg"
"리드텍  쿼드로 K1200 MDP to DP D5 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe2.0x16,GDDR5(DDR5),4GB,128-bit,,4개,,,O,,,,,,방열판+쿨러,160 mm,20 mm,최대 45W,471750,http://timg.danawa.com/prod_img/500000/082/159/img/3159082_1.jpg"
"AMD  FirePro W7100 D5 8GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,,,,,,,방열판+쿨러,,,최대 150W,1061430,http://timg.danawa.com/prod_img/500000/265/976/img/2976265_1.jpg"
"FORSA  지포스 GTX750 V2 D5 1GB,FORSA,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,152 mm,38 mm,최대 55W,93810,http://timg.danawa.com/prod_img/500000/617/591/img/2591617_1.jpg"
"엠탑코리아  지포스 GTX650 PLUS D5 1GB,엠탑코리아,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,,,,,,,,방열판+쿨러,152 mm,,최대 64W,78270,http://timg.danawa.com/prod_img/500000/687/521/img/4521687_1.jpg"
"리드텍  쿼드로 NVS 510 D3 2GB 리더스시스템,리드텍,NVIDIA,쿼드로 시리즈,PCIe x16,GDDR3(DDR3),2GB,128-bit,,4개,,,,,,,,,방열판+쿨러,,,최대 35W,525360,http://timg.danawa.com/prod_img/500000/073/912/img/1912073_1.jpg"
"리드텍  쿼드로 NVS 810 D3 4GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR3(DDR3),4GB,128-bit,,8개,,,O,,,,,,방열판+쿨러,,,최대 68W,1048570,http://timg.danawa.com/prod_img/500000/054/656/img/3656054_1.jpg"
"리드텍  쿼드로 P4000 D5 8GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),8GB,256-bit,,4개,,,,,,,,,,,,최대 105W,1405600,http://timg.danawa.com/prod_img/500000/208/055/img/5055208_1.jpg"
"오존컴퍼니  지포스 GT730 OZ D3 1GB,오존컴퍼니,NVIDIA,지포스 GT7xx,,GDDR3(DDR3),1GB,64-bit,1개,,,,,,,,,,방열판+쿨러,154 mm,38 mm,최대 39W,55750,http://timg.danawa.com/prod_img/500000/893/126/img/5126893_1.jpg"
"ASUS PH 지포스 GT1030 O2G D5 2GB,ASUS,NVIDIA,지포스 GT10xx,PCIe3.0x4,GDDR5(DDR5),2GB,64-bit,1개,,,,,,O,,,,방열판+쿨러,184 mm,36 mm,,105300,http://timg.danawa.com/prod_img/500000/421/204/img/5204421_1.jpg"
"AMD  FirePro W4300 D5 4GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR5(DDR5),4GB,128-bit,,mini DP 4개,,,O,,,,,,방열판+쿨러,,,최대 48W,521490,http://timg.danawa.com/prod_img/500000/916/691/img/3691916_1.jpg"
"리드텍  쿼드로 P2000 D5 5GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),5GB,160-bit,,4개,,,,,,,,,,,,최대 75W,733350,http://timg.danawa.com/prod_img/500000/195/055/img/5055195_1.jpg"
"GIGABYTE  라데온 R7 350 D3 2GB WING-100,GIGABYTE,AMD(ATi),라데온 R7 3xx,PCIe3.0x16,GDDR3(DDR3),2GB,128-bit,1개,,O,O,,,,,,,,193 mm,33 mm,최대 50W,102710,http://timg.danawa.com/prod_img/500000/703/758/img/4758703_1.jpg"
"PowerColor  라데온 HD 5450 D3 1GB LP 무소음 가온디앤아이,PowerColor,AMD(ATi),라데온 HD 54xx,,GDDR3(DDR3),1GB,64-bit,1개,,,O,,,,,,,방열판,145 mm,17 mm,,42890,http://timg.danawa.com/prod_img/500000/827/772/img/2772827_1.jpg"
"오존컴퍼니  지포스 GTX650 OZ D5 1GB,오존컴퍼니,NVIDIA,지포스 GTX6xx,,GDDR5(DDR5),1GB,128-bit,1개,,,,,,,,,,방열판+쿨러,195 mm,38 mm,64W,76120,http://timg.danawa.com/prod_img/500000/716/134/img/5134716_1.jpg"
"엠탑코리아  지포스 GTX750 프리미엄 V2 D5 1GB,엠탑코리아,NVIDIA,지포스 GTX7xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,,O,,,,,,방열판+쿨러,152 mm,38 mm,최대 55W,93810,http://timg.danawa.com/prod_img/500000/514/591/img/2591514_1.jpg"
"리드텍  쿼드로 P400 MDP to DVI D5 2GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5(DDR5),2GB,64-bit,,3개(mini),,,,,,,,,,,,,196200,http://timg.danawa.com/prod_img/500000/474/183/img/5183474_1.jpg"
"리드텍  쿼드로 P6000 D5X 24GB 리더스시스템즈,리드텍,NVIDIA,쿼드로 시리즈,PCIe3.0x16,GDDR5X(DDR5X),24GB,384-bit,,4개,,,,,,,,,,267 mm,40 mm,최대 250W,9369880,http://timg.danawa.com/prod_img/500000/621/714/img/4714621_1.jpg"
"AMD  FirePro W2100 D3 2GB 블루존,AMD,AMD(ATi),FirePro 시리즈,PCIe3.0x16,GDDR3(DDR3),2GB,128-bit,,2개,,,,,,,,,방열판+쿨러,,,최대 26W,197280,http://timg.danawa.com/prod_img/500000/772/808/img/2808772_1.jpg"
"엠탑코리아  지포스 GTX650 프리미엄 128Bit D5 1GB,엠탑코리아,NVIDIA,지포스 GTX6xx,PCIe3.0x16,GDDR5(DDR5),1GB,128-bit,1개,,,O,O,,,,,,방열판+쿨러,146 mm,36 mm,,78270,http://timg.danawa.com/prod_img/500000/108/373/img/2373108_1.jpg"
