"마이크로닉스  ASTRO GD 750W 80PLUS GOLD,마이크로닉스,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,,O,O,O,,O,149000,http://timg.danawa.com/prod_img/500000/077/192/img/3192077_1.jpg"
"topower  TOP-530A P1 80PLUS STANDARD,topower,ATX 파워,정격 530W,,20핀+4핀,120mm 팬,O,,,O,,O,48000,http://timg.danawa.com/prod_img/500000/760/790/img/4790760_1.jpg"
"AONE  STORM 500LF 더블포워드 V2.3 벌크,AONE,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,,29200,http://timg.danawa.com/prod_img/500000/239/879/img/4879239_1.jpg"
"topower  TOP-600D 80PLUS BRONZE,topower,ATX 파워,정격 600W,표기 600W,,120mm 팬,O,,,O,,O,75050,http://timg.danawa.com/prod_img/500000/536/666/img/1666536_1.jpg"
"시소닉  HYDANCE HY-600CT Active PFC 80PLUS BRONZE,시소닉,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,O,77200,http://timg.danawa.com/prod_img/500000/975/812/img/3812975_1.jpg"
"마이크로닉스  Compact SFX 300W 80Plus Bronze,마이크로닉스,SFX 파워,정격 300W,표기 300W,,80mm 팬,O,,,O,,O,46900,http://timg.danawa.com/prod_img/500000/389/716/img/2716389_1.jpg"
"마이크로닉스  Compact SFX 350W 80Plus Bronze,마이크로닉스,SFX 파워,정격 350W,표기 350W,20핀+4핀,80mm 팬,O,,,O,,O,55500,http://timg.danawa.com/prod_img/500000/067/717/img/2717067_1.jpg"
"SuperFlower  SF-650F14MG II LEADEX GOLD,SuperFlower,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,,,,,O,166000,http://timg.danawa.com/prod_img/500000/583/224/img/3224583_1.jpg"
"FSP  AURUM PT-650M,FSP,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O,156000,http://timg.danawa.com/prod_img/500000/156/516/img/2516156_1.jpg"
"잘만  ZM500-TX 80Plus 230V EU,잘만,ATX 파워,정격 500W,표기 500W,20핀+4핀,140mm 팬,O,,,O,,O,48000,http://timg.danawa.com/prod_img/500000/624/467/img/3467624_1.jpg"
"Antec  VPF 650 80PLUS 브론즈,Antec,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O,94980,http://timg.danawa.com/prod_img/500000/054/007/img/3007054_1.jpg"
"AONE  태왕 TFX-450T KC,AONE,TFX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,,19850,http://timg.danawa.com/prod_img/500000/691/511/img/2511691_1.jpg"
"마이크로닉스  Strike X LED Series 650W 85plus Modular,마이크로닉스,ATX 파워,정격 650W,표기 650W,24핀 전용,135mm 팬,O,,,,,,84500,http://timg.danawa.com/prod_img/500000/284/775/img/2775284_1.jpg"
"CORSAIR  RM1000i 80PLUS GOLD,CORSAIR,ATX 파워,정격 1000W,표기 1000W,20핀+4핀,135mm 팬,O,,,O,,O,307710,http://timg.danawa.com/prod_img/500000/806/561/img/3561806_1.jpg"
"COUGAR  STX650 80PLUS 230V EU BRAVOTEC,COUGAR,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,,,O,58970,http://timg.danawa.com/prod_img/500000/600/161/img/4161600_1.jpg"
"SuperFlower  SF-500P14XE GOLDEN GREEN HX,SuperFlower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,O,76500,http://timg.danawa.com/prod_img/500000/375/123/img/2123375_1.jpg"
"POWEREX  REXIII DS 500W Single Rail DC to DC,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,,47000,http://timg.danawa.com/prod_img/500000/405/714/img/1714405_1.jpg"
"잘만  ZM600-GVM 600W 80 PLUS BRONZE,잘만,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,O,82000,http://timg.danawa.com/prod_img/500000/917/606/img/3606917_1.jpg"
"마이크로닉스  Strike X LED Series 550W 85plus Modular,마이크로닉스,ATX 파워,정격 550W,표기 550W,24핀 전용,135mm 팬,O,,,,,,70500,http://timg.danawa.com/prod_img/500000/118/590/img/3590118_1.jpg"
"CORSAIR  HX1200i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 1200W,표기 1200W,20핀+4핀,140mm 팬,O,,,O,,O,409560,http://timg.danawa.com/prod_img/500000/561/243/img/3243561_1.jpg"
"AONE  Micro 450P KC,AONE,M-ATX 파워,,표기 450W,20핀+4핀,80mm 팬,,,O,,,,18800,http://timg.danawa.com/prod_img/500000/457/615/img/2615457_1.jpg"
"POWEREX  REX III Modular 500W Triple V2.3,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,,42000,http://timg.danawa.com/prod_img/500000/974/670/img/3670974_1.jpg"
"CORSAIR  RM750x 80PLUS GOLD,CORSAIR,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,O,,,O,,O,194060,http://timg.danawa.com/prod_img/500000/725/561/img/3561725_1.jpg"
"스카이디지탈  파워스테이션4 PS4-600F 80PLUS 실버 ActivePFC V2.31,스카이디지탈,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,O,59900,http://timg.danawa.com/prod_img/500000/935/908/img/2908935_1.jpg"
"COUGAR  STX550 80PLUS 230V EU BRAVOTEC,COUGAR,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,,,O,49490,http://timg.danawa.com/prod_img/500000/560/161/img/4161560_1.jpg"
"CORSAIR  RM850i 80PLUS GOLD,CORSAIR,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm 팬,O,,,O,,O,255170,http://timg.danawa.com/prod_img/500000/798/561/img/3561798_1.jpg"
"잘만  ZM1000-EBT 80PLUS GOLD,잘만,ATX 파워,정격 1000W,표기 1000W,20핀+4핀,135mm 팬,O,O,,O,,O,230000,http://timg.danawa.com/prod_img/500000/484/182/img/3182484_1.jpg"
"FSP  FSP600-50HPN 85+,FSP,ATX 파워,정격 600W,표기 600W,24핀 전용,120mm 팬,O,,,O,,,76000,http://timg.danawa.com/prod_img/500000/168/044/img/2044168_1.jpg"
"Antec  EDGE550 GOLD LED 풀모듈러,Antec,ATX 파워,정격 550W,표기 550W,20핀+4핀,135mm 팬,O,,,O,,O,156000,http://timg.danawa.com/prod_img/500000/961/824/img/2824961_1.jpg"
"스카이디지탈  파워스테이션3 PS3-600KO 80PLUS ActivePFC V2.31,스카이디지탈,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,O,45000,http://timg.danawa.com/prod_img/500000/961/908/img/2908961_1.jpg"
"FSP  FSP300-60GHT,FSP,TFX 파워,정격 300W,표기 300W,20핀+4핀,80mm 팬,O,,,O,,O,49500,http://timg.danawa.com/prod_img/500000/043/280/img/3280043_1.jpg"
"POWEREX  REX III Modular 600W Triple V2.3,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,,49500,http://timg.danawa.com/prod_img/500000/567/820/img/3820567_1.jpg"
"Antec  TP-750C 80PLUS GOLD,Antec,ATX 파워,정격 750W,표기 750W,,120mm 팬,O,,,O,,O,171000,http://timg.danawa.com/prod_img/500000/917/439/img/2439917_1.jpg"
"잘만  ZM850-ARX 80PLUS PLATINUM,잘만,ATX 파워,정격 850W,,20핀+4핀,135mm 팬,O,O,,O,,O,235000,http://timg.danawa.com/prod_img/500000/709/909/img/4909709_1.jpg"
"FSP  FSP300-60GHS(85),FSP,SFX 파워,정격 300W,표기 300W,20핀+4핀,80mm 팬,O,,,O,,O,47000,http://timg.danawa.com/prod_img/500000/750/662/img/1662750_1.jpg"
"CORSAIR  CX500 80PLUS BRONZE,CORSAIR,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O,60040,http://timg.danawa.com/prod_img/500000/347/793/img/1793347_1.jpg"
"잘만  ZM350-FX 80PLUS BRONZE,잘만,M-ATX 파워,정격 350W,표기 350W,20핀+4핀,80mm 팬,,,O,O,,O,56000,http://timg.danawa.com/prod_img/500000/265/850/img/2850265_1.jpg"
"마이크로닉스  ASTRO GD 550W 80PLUS GOLD,마이크로닉스,ATX 파워,500W~599W,표기 550W,20핀+4핀,135mm 팬,,O,O,O,,O,97000,http://timg.danawa.com/prod_img/500000/023/192/img/3192023_1.jpg"
"잘만  ZM450-FX 80PLUS BRONZE,잘만,M-ATX 파워,정격 450W,표기 450W,20핀+4핀,80mm 팬,O,,,O,,O,76000,http://timg.danawa.com/prod_img/500000/302/850/img/2850302_1.jpg"
"CORSAIR PROFESSIONAL SERIES AX860i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 860W,표기 860W,20핀+4핀,120mm 팬,O,,,O,,O,373110,http://timg.danawa.com/prod_img/500000/495/884/img/1884495_1.jpg"
"POWEREX  LEGEND Modular 800W 80Plus 골드,POWEREX,ATX 파워,정격 800W,표기 800W,20핀+4핀,135mm 팬,O,,,O,,O,163000,http://timg.danawa.com/prod_img/500000/867/047/img/2047867_1.jpg"
"AONE  TFX-500P KC,AONE,TFX 파워,,표기 500W,20핀+4핀,80mm 팬,,,O,,,,25000,http://timg.danawa.com/prod_img/500000/698/944/img/2944698_1.jpg"
"마이크로닉스  New Performance 500W 80Plus Bronze Change-up,마이크로닉스,ATX 파워,정격 500W,표기 500W,20핀+4핀,135mm 팬,,O,O,O,,O,58500,http://timg.danawa.com/prod_img/500000/187/110/img/2110187_1.jpg"
"마이크로닉스  SL-8320 TFX 300W 벌크,마이크로닉스,TFX 파워,정격 300W,,20핀+4핀,80mm 팬,O,,,O,,,28950,http://timg.danawa.com/prod_img/500000/353/037/img/5037353_1.jpg"
"POWEREX  바쿠나 600W,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,,45500,http://timg.danawa.com/prod_img/500000/915/112/img/2112915_1.jpg"
"SuperFlower  SF-500R12N,SuperFlower,ATX 파워,정격 500W,,20핀+4핀,120mm 팬,O,,,,,,37000,http://timg.danawa.com/prod_img/500000/820/880/img/4880820_1.jpg"
"마이크로닉스  New Performance 600W 80Plus Bronze Change-up,마이크로닉스,ATX 파워,정격 600W,표기 600W,20핀+4핀,135mm 팬,,O,O,O,,O,76000,http://timg.danawa.com/prod_img/500000/209/110/img/2110209_1.jpg"
"POWEREX  LEGEND 600W 80PLUS 브론즈,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,O,77000,http://timg.danawa.com/prod_img/500000/702/583/img/1583702_1.jpg"
"POWEREX  REX III 450W Triple V2.3,POWEREX,ATX 파워,정격 450W,표기 450W,20핀+4핀,120mm 팬,O,,,O,,,41000,http://timg.danawa.com/prod_img/500000/470/905/img/905470_1.jpg"
"SuperFlower  SF-600P14XE Golden Green HX,SuperFlower,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,,,O,98500,http://timg.danawa.com/prod_img/500000/438/406/img/2406438_1.jpg"
"CORSAIR  HX850i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 850W,표기 850W,20핀+4핀,140mm,O,O,,O,,O,312000,http://timg.danawa.com/prod_img/500000/136/832/img/2832136_1.jpg"
"AONE  CARE Micro 500HP KC,AONE,M-ATX 파워,,표기 500W,20핀+4핀,80mm 팬,O,,,,,,27750,http://timg.danawa.com/prod_img/500000/754/576/img/2576754_1.jpg"
"FSP  HYPER 500W,FSP,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O,54000,http://timg.danawa.com/prod_img/500000/443/875/img/2875443_1.jpg"
"topower  TOP-500G 80PLUS GOLD Power One,topower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O,69150,http://timg.danawa.com/prod_img/500000/194/180/img/3180194_1.jpg"
"시소닉  P-1050 80PLUS PLATINUM SnowSilent,시소닉,ATX 파워,정격 1050W,표기 1050W,20핀+4핀,120mm 팬,O,O,,O,,O,420420,http://timg.danawa.com/prod_img/500000/786/980/img/3980786_1.jpg"
"FSP  AURUM PT-550M,FSP,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,O,,O,140000,http://timg.danawa.com/prod_img/500000/149/516/img/2516149_1.jpg"
"쿨러마스터  V1000,쿨러마스터,ATX 파워,1000W 이상,,20핀+4핀,135mm 팬,O,,,O,,O,308000,http://timg.danawa.com/prod_img/500000/356/123/img/2123356_1.jpg"
"POWEREX  REX-S350P PFC Single 85+,POWEREX,TFX 파워,정격 300W,표기 300W,20핀+4핀,80mm 팬,O,,,,,,42000,http://timg.danawa.com/prod_img/500000/958/587/img/2587958_1.jpg"
"대양케이스  OCEAN OC-600P,대양케이스,ATX 파워,정격 250W,표기 600W,20핀+4핀,120mm 팬,O,,,,,,15560,http://timg.danawa.com/prod_img/500000/864/857/img/3857864_1.jpg"
"잘만  ZM750-ARX 80PLUS PLATINUM,잘만,ATX 파워,정격 750W,,20핀+4핀,135mm 팬,O,O,,O,,O,220000,http://timg.danawa.com/prod_img/500000/686/909/img/4909686_1.jpg"
"Antec  HCP-1000 Platinum,Antec,ATX 파워,정격 1000W,표기 1000W,20핀+4핀,135mm 팬,O,O,,O,O,O,403000,http://timg.danawa.com/prod_img/500000/683/808/img/1808683_1.jpg"
"POWEREX  바쿠나 350W 벌크,POWEREX,ATX 파워,정격 350W,표기 350W,24핀 전용,120mm 팬,,,O,,,,29000,http://timg.danawa.com/prod_img/500000/848/668/img/2668848_1.jpg"
"FSP  AURUM PT850W,FSP,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm 팬,O,,,O,,O,240700,http://timg.danawa.com/prod_img/500000/546/021/img/3021546_1.jpg"
"Antec  TP-650C 80PLUS GOLD,Antec,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O,135630,http://timg.danawa.com/prod_img/500000/143/434/img/2434143_1.jpg"
"CORSAIR  HX750i 80PLUS PLATINUM,CORSAIR,ATX 파워,정격 750W,표기 750W,20핀+4핀,140mm,O,,,O,,O,287340,http://timg.danawa.com/prod_img/500000/098/832/img/2832098_1.jpg"
"AONE  태왕 EP600L KC,AONE,ATX 파워,,표기 600W,20핀+4핀,120mm 팬,O,,,,,,18900,http://timg.danawa.com/prod_img/500000/400/451/img/2451400_1.jpg"
"마이크로닉스  New Performance 700W 80Plus Bronze 프리볼트,마이크로닉스,ATX 파워,정격 700W,표기 700W,20핀+4핀,135mm 팬,,O,O,O,,O,98900,http://timg.danawa.com/prod_img/500000/115/421/img/2421115_1.jpg"
"FSP  HYPER M 500W Modular 85+,FSP,ATX 파워,정격 500W,표기 500W,24핀 전용,120mm 팬,O,,,O,,,70400,http://timg.danawa.com/prod_img/500000/008/002/img/4002008_1.jpg"
"AONE  STORM 400LF 더블포워드 V2.3,AONE,ATX 파워,정격 400W,,20핀+4핀,120mm 팬,O,,,,,,27000,http://timg.danawa.com/prod_img/500000/063/852/img/4852063_1.jpg"
"POWEREX  REX 5 600W Triple V2.3,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,,51000,http://timg.danawa.com/prod_img/500000/767/951/img/2951767_1.jpg"
"POWEREX  REXIII DS 600W Single Rail DC to DC,POWEREX,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,,56000,http://timg.danawa.com/prod_img/500000/486/714/img/1714486_1.jpg"
"CORSAIR  RM750i 80PLUS GOLD,CORSAIR,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,O,,,O,,O,225150,http://timg.danawa.com/prod_img/500000/786/561/img/3561786_1.jpg"
"시소닉  HYDANCE HY-500CT Active PFC 80PLUS BRONZE,시소닉,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,O,69000,http://timg.danawa.com/prod_img/500000/956/812/img/3812956_1.jpg"
"POWEREX  REX III 400W Triple V2.3,POWEREX,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,O,,,37000,http://timg.danawa.com/prod_img/500000/469/905/img/905469_1.jpg"
"CORSAIR  RM650i 80PLUS GOLD,CORSAIR,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,,,O,,O,213360,http://timg.danawa.com/prod_img/500000/889/260/img/4260889_1.jpg"
"CORSAIR PROFESSIONAL SERIES AX1200i PLATINUM,CORSAIR,ATX 파워,정격 1200W,표기 1200W,20핀+4핀,140mm 팬,O,,,O,O,O,513560,http://timg.danawa.com/prod_img/500000/359/793/img/1793359_1.jpg"
"POWEREX  VACUNA PRO GAMING,POWEREX,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,,,,31000,http://timg.danawa.com/prod_img/500000/054/429/img/3429054_1.jpg"
"FSP  RAIDER RA550,FSP,ATX 파워,정격 550W,표기 550W,24핀 전용,120mm 팬,O,,,O,,O,74000,http://timg.danawa.com/prod_img/500000/636/914/img/1914636_1.jpg"
"잘만  ZM500-GVM 500W 80 PLUS BRONZE,잘만,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O,68000,http://timg.danawa.com/prod_img/500000/864/606/img/3606864_1.jpg"
"잘만  ZM850-EBT 80PLUS GOLD,잘만,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm 팬,O,O,,O,,O,189000,http://timg.danawa.com/prod_img/500000/461/182/img/3182461_1.jpg"
"POWEREX  BLACK HAWK 650W,POWEREX,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O,66000,http://timg.danawa.com/prod_img/500000/353/599/img/1599353_1.jpg"
"FSP  FSP700-50HPN 85+,FSP,ATX 파워,정격 700W,표기 700W,24핀 전용,120mm 팬,O,,,O,,,103770,http://timg.danawa.com/prod_img/500000/171/044/img/2044171_1.jpg"
"CORSAIR  SF450 80PLUS GOLD,CORSAIR,SFX 파워,정격 450W,표기 450W,20핀+4핀,92mm 팬,O,,,,,O,151170,http://timg.danawa.com/prod_img/500000/034/439/img/4439034_1.jpg"
"FSP  FSP550-50KPN,FSP,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,O,,,64000,http://timg.danawa.com/prod_img/500000/769/116/img/2116769_1.jpg"
"XFX  XTR 750W GOLD 80 PLUS,XFX,ATX 파워,정격 750W,표기 750W,20핀+4핀,135mm 팬,O,O,,O,,O,187700,http://timg.danawa.com/prod_img/500000/960/726/img/2726960_1.jpg"
"POWEREX  REX 5 500W Triple V2.3,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,,45000,http://timg.danawa.com/prod_img/500000/035/951/img/2951035_1.jpg"
"시소닉  P-520 Fanless 80PLUS PLATINUM (2세대),시소닉,ATX 파워,정격 520W,표기 520W,20핀+4핀,,O,,,O,O,O,275320,http://timg.danawa.com/prod_img/500000/695/920/img/1920695_1.jpg"
"XFX  XTR 650W GOLD 80 PLUS,XFX,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,O,,O,,O,161690,http://timg.danawa.com/prod_img/500000/218/749/img/2749218_1.jpg"
"시소닉  X-750 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 750W,표기 750W,20핀+4핀,120mm 팬,O,O,,O,,O,267000,http://timg.danawa.com/prod_img/500000/855/349/img/2349855_1.jpg"
"시소닉  X-850 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 850W,표기 850W,20핀+4핀,120mm 팬,O,O,,O,,O,309000,http://timg.danawa.com/prod_img/500000/151/346/img/2346151_1.jpg"
"SilverStone  SST-SX700-LPT iBORA,SilverStone,SFX-L 파워,정격 700W,표기 700W,20핀+4핀,120mm 팬,O,,,O,,O,215140,http://timg.danawa.com/prod_img/500000/699/229/img/4229699_1.jpg"
"POWEREX  REX 5 SF 500W Spare Fan,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm, 80mm,O,,,O,,,48000,http://timg.danawa.com/prod_img/500000/015/065/img/3065015_1.jpg"
"케이씨컴 아이리스 M450Si 벌크,케이씨컴,M-ATX 파워,정격 200W,표기 450W,20핀+4핀,80mm 팬,,,O,,,,15980,http://timg.danawa.com/prod_img/500000/963/568/img/1568963_1.jpg"
"iGuju  ELPIS SP-400EL,iGuju,ATX 파워,정격 400W,표기 400W,20핀+4핀,120mm 팬,O,,,,,,29000,http://timg.danawa.com/prod_img/500000/598/762/img/3762598_1.jpg"
"쿨러마스터  V1200 PLATINUM,쿨러마스터,ATX 파워,,표기 1200W,20핀+4핀,135mm 팬,O,,,O,,O,430000,http://timg.danawa.com/prod_img/500000/293/533/img/2533293_1.jpg"
"POWEREX  BLACK HAWK 650W SPECIAL EDITION,POWEREX,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,,74000,http://timg.danawa.com/prod_img/500000/987/840/img/1840987_1.jpg"
"Antec  VPF 550 80PLUS 브론즈,Antec,ATX 파워,정격 550W,표기 550W,20핀+4핀,120mm 팬,O,,,O,,O,73000,http://timg.danawa.com/prod_img/500000/024/007/img/3007024_1.jpg"
"POWEREX  바쿠나 400W 벌크,POWEREX,ATX 파워,정격 400W,표기 400W,24핀 전용,120mm 팬,,,O,,,,31000,http://timg.danawa.com/prod_img/500000/847/685/img/2685847_1.jpg"
"잘만  ZM650-EBT 80PLUS GOLD,잘만,ATX 파워,정격 650W,표기 650W,20핀+4핀,135mm 팬,O,,,O,,O,127000,http://timg.danawa.com/prod_img/500000/406/182/img/3182406_1.jpg"
"CORSAIR  CS650M 80PLUS GOLD 모듈러,CORSAIR,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,,,O,,O,154390,http://timg.danawa.com/prod_img/500000/109/413/img/2413109_1.jpg"
"잘만  ZM600-LX,잘만,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,,49000,http://timg.danawa.com/prod_img/500000/228/004/img/2004228_1.jpg"
"마이크로닉스  New Performance 600W 80Plus Bronze 프리볼트,마이크로닉스,ATX 파워,정격 600W,표기 600W,20핀+4핀,135mm 팬,,O,O,O,,O,83500,http://timg.danawa.com/prod_img/500000/111/421/img/2421111_1.jpg"
"웨이코스 THINKWAY TRUMAX 600W ACTIVE,웨이코스,ATX 파워,정격 600W,,20핀+4핀,120mm 팬,O,,,,,,36450,http://timg.danawa.com/prod_img/500000/682/129/img/5129682_1.jpg"
"FSP  AURUM PRO AU-850PRO,FSP,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm 팬,O,O,,O,O,O,218920,http://timg.danawa.com/prod_img/500000/020/781/img/1781020_1.jpg"
"스파클텍  GPM600S 85+,스파클텍,ATX 파워,정격 600W,표기 600W,,120mm 팬,O,,,O,,,46000,http://timg.danawa.com/prod_img/500000/224/096/img/4096224_1.jpg"
"POWEREX  PLATINUM 500W 벌크,POWEREX,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,,34000,http://timg.danawa.com/prod_img/500000/778/706/img/2706778_1.jpg"
"AONE  MICRO 500P KC,AONE,M-ATX 파워,,표기 500W,20핀+4핀,80mm 팬,O,,,,,,23800,http://timg.danawa.com/prod_img/500000/745/935/img/2935745_1.jpg"
"SilverStone  STRIDER SFX ST45SF-G iBORA,SilverStone,SFX 파워,정격 450W,표기 450W,20핀+4핀,80mm 팬,O,,,O,,O,116870,http://timg.danawa.com/prod_img/500000/044/781/img/1781044_1.jpg"
"마이크로닉스  New Performance 500W 80Plus Bronze 프리볼트,마이크로닉스,ATX 파워,정격 500W,표기 500W,20핀+4핀,135mm 팬,,O,O,O,,O,64000,http://timg.danawa.com/prod_img/500000/103/421/img/2421103_1.jpg"
"시소닉  S12II-520 80PLUS 브론즈,시소닉,ATX 파워,정격 520W,표기 520W,20핀+4핀,120mm 팬,O,,,O,,O,94040,http://timg.danawa.com/prod_img/500000/345/027/img/1027345_1.jpg"
"XFX  TS 750W GOLD 80 PLUS,XFX,ATX 파워,정격 750W,표기 750W,20핀+4핀,120mm 팬,O,O,,O,,O,155350,http://timg.danawa.com/prod_img/500000/080/749/img/2749080_1.jpg"
"XFX  PRO 1050W GOLD 80 PLUS,XFX,ATX 파워,정격 1050W,표기 1050W,20핀+4핀,135mm 팬,O,O,,O,,O,306570,http://timg.danawa.com/prod_img/500000/312/749/img/2749312_1.jpg"
"Antec  HCG-850M LED 모듈러 80PLUS 브론즈,Antec,ATX 파워,정격 850W,표기 850W,20핀+4핀,135mm LED 팬,O,O,,O,,O,216010,http://timg.danawa.com/prod_img/500000/683/106/img/2106683_1.jpg"
"시소닉  X-650 80PLUS GOLD (3세대),시소닉,ATX 파워,정격 650W,표기 650W,20핀+4핀,120mm 팬,O,O,,O,,O,244050,http://timg.danawa.com/prod_img/500000/839/349/img/2349839_1.jpg"
"AONE  500MX V2,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,,,O,,,,13940,http://timg.danawa.com/prod_img/500000/151/212/img/3212151_1.jpg"
"CORSAIR  CS850M 80PLUS GOLD 모듈러,CORSAIR,ATX 파워,정격 850W,표기 850W,20핀+4핀,140mm 팬,O,,,O,,O,218720,http://timg.danawa.com/prod_img/500000/192/882/img/2882192_1.jpg"
"AONE  500P KC,AONE,ATX 파워,,표기 500W,20핀+4핀,120mm 팬,O,,,,,,20370,http://timg.danawa.com/prod_img/500000/011/459/img/2459011_1.jpg"
"제이씨현  UDEA FULLMAN 50S,제이씨현,ATX 파워,정격 300W,표기 500W,20핀+4핀,120mm 팬,O,,,,,,26800,http://timg.danawa.com/prod_img/500000/121/404/img/2404121_1.jpg"
"topower  TOP-600D 80PLUS BRONZE POP BLUE LED,topower,ATX 파워,정격 600W,표기 600W,20핀+4핀,120mm 팬,O,,,O,,O,74900,http://timg.danawa.com/prod_img/500000/878/638/img/3638878_1.jpg"
"IN WIN  DESERT FOX COMMANDER III 600W 80PLUS GOLD,IN WIN,ATX 파워,정격 600W,표기 600W,20핀+4핀,135mm 팬,O,,,O,,O,110430,http://timg.danawa.com/prod_img/500000/054/883/img/1883054_1.jpg"
"현대  HD-M500ST,현대,M-ATX 파워,,표기 500W,20핀+4핀,80mm 팬,O,,,,,,22460,http://timg.danawa.com/prod_img/500000/105/279/img/4279105_1.jpg"
"시소닉  S12II-620 80PLUS 브론즈,시소닉,ATX 파워,정격 620W,표기 620W,20핀+4핀,120mm 팬,O,,,O,,O,119000,http://timg.danawa.com/prod_img/500000/619/195/img/1195619_1.jpg"
"SilverStone  STRIDER SFX SST-SX600-G iBORA,SilverStone,SFX 파워,,표기 600W,20핀+4핀,80mm 팬,O,,,O,,O,153850,http://timg.danawa.com/prod_img/500000/351/801/img/2801351_1.jpg"
"topower  TOP-500S 12VSD DUAL POWER,topower,ATX 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,,,,44560,http://timg.danawa.com/prod_img/500000/296/586/img/3586296_1.jpg"
"SilverStone  SST-SX500-LG iBORA,SilverStone,SFX-L 파워,정격 500W,표기 500W,20핀+4핀,120mm 팬,O,,,O,,O,130800,http://timg.danawa.com/prod_img/500000/945/288/img/3288945_1.jpg"
"XFX  PRO 1250W GOLD 80 PLUS,XFX,ATX 파워,정격 1250W,표기 1250W,20핀+4핀,135mm 팬,,,,,,O,360460,http://timg.danawa.com/prod_img/500000/293/712/img/2712293_1.jpg"
"COUGAR  GX 700W 80PLUS 골드,COUGAR,ATX 파워,정격 700W,표기 700W,20핀+4핀,140mm,O,O,O,O,,O,163910,http://timg.danawa.com/prod_img/500000/409/108/img/1108409_1.jpg"
