"MSI  X99A MPOWER 웨이코스,MSI,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,일반-ATX (30.5 x 24.4cm),DDR4,8개,최대 128GB 이상,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,O,,,,364910,http://timg.danawa.com/prod_img/500000/125/135/img/3135125_1.jpg"
"MSI  B250I 게이밍 프로 AC,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,,,(M.2) 2개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,159220,http://timg.danawa.com/prod_img/500000/556/838/img/4838556_1.jpg"
"MSI  Z270 토마호크 아틱,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.4 x 24.3cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,,220860,http://timg.danawa.com/prod_img/500000/517/906/img/4906517_1.jpg"
"GIGABYTE  GA-B150M-D3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B150,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,99710,http://timg.danawa.com/prod_img/500000/681/403/img/3403681_1.jpg"
"GIGABYTE  GA-H110N 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,113000,http://timg.danawa.com/prod_img/500000/044/825/img/3825044_1.jpg"
"ASRock  B250M-HDV 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (18.2 x 22.5cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,94800,http://timg.danawa.com/prod_img/500000/740/812/img/4812740_1.jpg"
"Supermicro 슈퍼오 C7-B250-CB-MK STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,PCI-Express 3.0 x4,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,95420,http://timg.danawa.com/prod_img/500000/804/200/img/5200804_1.jpg"
"GIGABYTE  GA-B250M-D2V 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (22.6 x 17.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,O,O,,,,,,,,O,,PS/2 포트 2개,O,,,,98800,http://timg.danawa.com/prod_img/500000/538/823/img/4823538_1.jpg"
"MSI  Z270 XPOWER 게이밍 티타늄,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,549000,http://timg.danawa.com/prod_img/500000/202/820/img/4820202_1.jpg"
"ASRock  B150M PRO4/HYPER 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) B150,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,98640,http://timg.danawa.com/prod_img/500000/041/093/img/4093041_1.jpg"
"GIGABYTE  GA-H270-Gaming 3 게이밍에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,,183800,http://timg.danawa.com/prod_img/500000/763/818/img/4818763_1.jpg"
"ASUS PRIME H270M-PLUS iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.38 x 23.88cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,159750,http://timg.danawa.com/prod_img/500000/595/829/img/4829595_1.jpg"
"ASUS  X99-E-10G WS STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 26.7cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,,O,,,,903830,http://timg.danawa.com/prod_img/500000/514/087/img/5087514_1.jpg"
"ASRock  J3455-ITX 에즈윈,ASRock,인텔 CPU용,인텔(CPU내장),(인텔)셀러론 J3455,Mini-iTX (17.0 x 17.0cm),DDR3/DDR3L(노트북용),2개,최대 16GB,,,,(M.2) 1개,O,O,O,,,,,,,,,PS/2 포트 2개,O,,,,119000,http://timg.danawa.com/prod_img/500000/985/617/img/4617985_1.jpg"
"ASRock  Z270M PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,169000,http://timg.danawa.com/prod_img/500000/118/813/img/4813118_1.jpg"
"ASRock  H270M-ITX/ac 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H270,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,183160,http://timg.danawa.com/prod_img/500000/957/812/img/4812957_1.jpg"
"ASUS  B85M-G STCOM,ASUS,인텔 CPU용,인텔(소켓1150),(인텔) B85,Micro-ATX (24.4 x 24.4cm),DDR3,4개,최대 32GB,,PCIe3.0 x16,없음,,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,79880,http://timg.danawa.com/prod_img/500000/130/074/img/2074130_1.jpg"
"Supermicro 슈퍼오 C7-Z270-PG STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,392870,http://timg.danawa.com/prod_img/500000/716/815/img/4815716_1.jpg"
"ECS  ESSENTIALS H81H3-I HDMI 코잇,ECS,인텔 CPU용,인텔(소켓1150),(인텔) H81,Mini-iTX (17.0 x 17.0cm),DDR3,2개,최대 16GB,,PCIe x16,없음,,O,,O,,,,,,,O,,PS/2 포트 2개,O,,,,72910,http://timg.danawa.com/prod_img/500000/237/367/img/2367237_1.jpg"
"마이크로닉스  TH110-HM (120W 파워어댑터 포함),마이크로닉스,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR3/DDR3L,2개,최대 32GB,,,,,,,O,,,,,,,,,,O,,,,155460,http://timg.danawa.com/prod_img/500000/983/710/img/4710983_1.jpg"
"Supermicro 슈퍼오 C7-Z270-CG STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,,O,O,O,,,,,,,O,PS/2 콤보 1개,O,,,,312130,http://timg.danawa.com/prod_img/500000/924/815/img/4815924_1.jpg"
"ASRock  B250 PRO4 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 22cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,135000,http://timg.danawa.com/prod_img/500000/070/812/img/4812070_1.jpg"
"ASUS ROG STRIX Z270G GAMING iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,O,O,349520,http://timg.danawa.com/prod_img/500000/617/810/img/4810617_1.jpg"
"MSI  H110I PRO 웨이코스,MSI,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,97000,http://timg.danawa.com/prod_img/500000/632/619/img/3619632_1.jpg"
"GIGABYTE  GA-B250M-D3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,124000,http://timg.danawa.com/prod_img/500000/200/816/img/4816200_1.jpg"
"MSI  Z270 게이밍 프로 카본,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.4 x 24.3cm),DDR4,4개,최대 64GB,CrossFire + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,,273000,http://timg.danawa.com/prod_img/500000/531/817/img/4817531_1.jpg"
"MSI  B250M PRO-VD,MSI,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (22.6 x 18.5cm),DDR4,2개 이하,최대 32GB,,,,(M.2) 1개,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,,92000,http://timg.danawa.com/prod_img/500000/382/817/img/4817382_1.jpg"
"ASRock  H81M-DGS R2.0 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1150),(인텔) H81,Micro-ATX (24.4 x 24.4cm),DDR3,2개,최대 16GB,,PCIe x16,없음,,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,,57000,http://timg.danawa.com/prod_img/500000/804/372/img/2372804_1.jpg"
"MSI  H270M 박격포 아틱,MSI,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,159000,http://timg.danawa.com/prod_img/500000/633/823/img/4823633_1.jpg"
"GIGABYTE  GA-H110M-A 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,,,O,,,,,,,O,,PS/2 포트 2개,O,,,,71970,http://timg.danawa.com/prod_img/500000/489/495/img/3495489_1.jpg"
"GIGABYTE  GA-H110M-S2H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,78480,http://timg.danawa.com/prod_img/500000/455/495/img/3495455_1.jpg"
"GIGABYTE  GA-H110M-HD2 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,77000,http://timg.danawa.com/prod_img/500000/985/172/img/4172985_1.jpg"
"ASUS  RAMPAGE V EDITION 10 STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,O,,O,O,805190,http://timg.danawa.com/prod_img/500000/584/146/img/4146584_1.jpg"
"GIGABYTE  GA-Z270-Gaming K3 게이밍에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,,213500,http://timg.danawa.com/prod_img/500000/895/813/img/4813895_1.jpg"
"ASRock  Z270 PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (22.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,178000,http://timg.danawa.com/prod_img/500000/083/813/img/4813083_1.jpg"
"ASRock  H270M PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,140000,http://timg.danawa.com/prod_img/500000/931/812/img/4812931_1.jpg"
"ASRock  H110M-DGS 디앤디컴 (벌크),ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,,O,,,,,,,,O,,PS/2 포트 2개,O,,,,62500,http://timg.danawa.com/prod_img/500000/970/604/img/3604970_1.jpg"
"MSI  Z270 게이밍 M7,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,379000,http://timg.danawa.com/prod_img/500000/145/820/img/4820145_1.jpg"
"ASUS ROG MAXIMUS IX FORMULA STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,O,O,646000,http://timg.danawa.com/prod_img/500000/746/811/img/4811746_1.jpg"
"ASUS ROG MAXIMUS IX FORMULA iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,O,O,607910,http://timg.danawa.com/prod_img/500000/446/810/img/4810446_1.jpg"
"ASUS  RAMPAGE V EDITION 10 iBORA,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,O,,O,O,770880,http://timg.danawa.com/prod_img/500000/933/124/img/4124933_1.jpg"
"ASUS PRIME B250-PLUS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,일반-ATX (30.5 x 21.8cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,161900,http://timg.danawa.com/prod_img/500000/591/833/img/4833591_1.jpg"
"GIGABYTE  GA-X99P-SLI 듀러블에디션 썬더볼트 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,일반-ATX (30.5 x 24.4cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,O,O,,,,,O,O,PS/2 콤보 1개,O,,,,355960,http://timg.danawa.com/prod_img/500000/145/987/img/3987145_1.jpg"
"GIGABYTE  GA-Z170M-D3H 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z170,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,O,,,,,O,,PS/2 콤보 1개,O,,,,165110,http://timg.danawa.com/prod_img/500000/345/352/img/3352345_1.jpg"
"ASRock  Z270 PRO4 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 22cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,178000,http://timg.danawa.com/prod_img/500000/320/812/img/4812320_1.jpg"
"ASUS  H110-PLUS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) H110,일반-ATX (30.5 x 24.4cm),DDR4,2개,최대 32GB,,,,,O,O,,,,,,,O,O,,PS/2 포트 2개,O,,,,98000,http://timg.danawa.com/prod_img/500000/426/676/img/3676426_1.jpg"
"ASUS PRIME B250M-PLUS 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) B250,Micro-ATX (24.4 x 22.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,128660,http://timg.danawa.com/prod_img/500000/471/843/img/4843471_1.jpg"
"Supermicro 슈퍼오 C7-Q270-CB-ML STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Q270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,192000,http://timg.danawa.com/prod_img/500000/019/816/img/4816019_1.jpg"
"ASUS PRIME Z270-K iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,,,,,,,O,O,PS/2 콤보 1개,O,,,,218720,http://timg.danawa.com/prod_img/500000/155/813/img/4813155_1.jpg"
"Supermicro 슈퍼오 C7-Z270-CG-L STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,241140,http://timg.danawa.com/prod_img/500000/883/815/img/4815883_1.jpg"
"Supermicro 슈퍼오 C7-H270-CG-ML STCOM,Supermicro,인텔 CPU용,인텔(소켓1151),(인텔) H270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,,PCIe3.0 x16,,(M.2) 1개,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,167440,http://timg.danawa.com/prod_img/500000/048/816/img/4816048_1.jpg"
"ASRock  H110M-ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,없음,,,O,O,,,,,,,O,,PS/2 콤보 1개,O,,O,O,117940,http://timg.danawa.com/prod_img/500000/845/714/img/3714845_1.jpg"
"ASUS ROG STRIX Z270F GAMING STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,279000,http://timg.danawa.com/prod_img/500000/943/811/img/4811943_1.jpg"
"GIGABYTE  GA-N3150N-D3V 듀러블에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(CPU내장),,Mini-iTX (17.0 x 17.0cm),DDR3 노트북용,2개,최대 8GB,,없음,없음,(M.2) 1개,O,O,,,,,,O,,O,,PS/2 포트 2개,O,,,,119440,http://timg.danawa.com/prod_img/500000/315/076/img/4076315_1.jpg"
"GIGABYTE  GA-H270-HD3 듀러블에디션 피씨디렉트,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) H270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,159750,http://timg.danawa.com/prod_img/500000/227/848/img/4848227_1.jpg"
"ASRock  Z270 Gaming-ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,(M.2) 2개,,,O,O,O,,,,,,O,PS/2 콤보 1개,O,,O,O,281000,http://timg.danawa.com/prod_img/500000/649/841/img/4841649_1.jpg"
"ASRock  B85M PRO4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1150),(인텔) B85,Micro-ATX (24.4 x 24.4cm),DDR3,4개,최대 32GB,CrossFire X,PCIe3.0 x16,PCI-Express x16,,O,O,O,,,,,,,O,,키보드 포트 1개,O,,,,81100,http://timg.danawa.com/prod_img/500000/296/057/img/2057296_1.jpg"
"ASUS ROG STRIX Z270F GAMING 코잇,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 23.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,O,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,258180,http://timg.danawa.com/prod_img/500000/915/814/img/4814915_1.jpg"
"ASRock  Z270 Taichi 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,O,O,304000,http://timg.danawa.com/prod_img/500000/691/839/img/4839691_1.jpg"
"MSI  Z270 MPOWER 게이밍 티타늄,MSI,인텔 CPU용,인텔(소켓1151),(인텔) Z270,ATX (30.5x24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,457650,http://timg.danawa.com/prod_img/500000/461/054/img/5054461_1.jpg"
"ASUS  Z270-WS iBORA,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,,,O,O,,,,,,O,O,,O,,,,647370,http://timg.danawa.com/prod_img/500000/541/148/img/5148541_1.jpg"
"ASRock  H110M-HDV 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (23.0 x 18.2cm),DDR4,2개,최대 32GB,,,,,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,74000,http://timg.danawa.com/prod_img/500000/576/455/img/3455576_1.jpg"
"ASUS  P10S WS STCOM,ASUS,인텔 CPU용,인텔(소켓1151),(인텔) C236,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 2개,O,O,O,O,,,,,,O,O,PS/2 없음,O,,,,330550,http://timg.danawa.com/prod_img/500000/191/875/img/3875191_1.jpg"
"ASRock  Z170M ITX/ac 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z170,Mini-iTX (17.0 x 17.0cm),DDR4,2개,최대 32GB,,PCIe3.0 x16,,,,O,O,O,,,,,,O,,PS/2 콤보 1개,O,,O,O,154540,http://timg.danawa.com/prod_img/500000/980/417/img/3417980_1.jpg"
"ECS DURATHON2 H110M4-C2D 코잇,ECS,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,,O,O,,,,,,,O,,PS/2 포트 2개,O,,,,57360,http://timg.danawa.com/prod_img/500000/626/387/img/4387626_1.jpg"
"ASRock  H110M-DVS R2.0 에즈윈 (벌크),ASRock,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,O,O,,,,,,,,O,,PS/2 콤보 1개,O,,,,63260,http://timg.danawa.com/prod_img/500000/916/108/img/5108916_1.jpg"
"ASRock  Z270 Professional Gaming i7 에즈윈,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,,,O,O,,,,,,O,,PS/2 콤보 1개,O,,,,375000,http://timg.danawa.com/prod_img/500000/701/991/img/4991701_1.jpg"
"ECS DURATHON2 H110M4-C3D 코잇,ECS,인텔 CPU용,인텔(소켓1151),(인텔) H110,Micro-ATX (24.4 x 24.4cm),DDR4,2개,최대 32GB,,,,,O,,O,,,,,,,O,,PS/2 포트 2개,O,,,,60040,http://timg.danawa.com/prod_img/500000/355/683/img/3683355_1.jpg"
"BIOSTAR RACING Z270 GT9 이엠텍,BIOSTAR,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (30.5 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X,PCIe3.0 x8,PCI-Express 3.0 x8,(M.2) 1개,,,O,O,,,,,,O,,PS/2 콤보 1개,O,O,,,446020,http://timg.danawa.com/prod_img/500000/456/862/img/4862456_1.jpg"
"ASRock  Z270 EXTREME 4 디앤디컴,ASRock,인텔 CPU용,인텔(소켓1151),(인텔) Z270,일반-ATX (24.4 x 30.5cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 3개,O,O,O,,,,,,,O,,PS/2 콤보 1개,O,,,,220000,http://timg.danawa.com/prod_img/500000/999/812/img/4812999_1.jpg"
"ASUS  X99-E STCOM,ASUS,인텔 CPU용,인텔(소켓2011-V3),(인텔) X99,Extended-ATX (30.5 x 33.0cm),DDR4,8개,최대 128GB 이상,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,,,,,,,,O,O,PS/2 콤보 1개,,,,,365990,http://timg.danawa.com/prod_img/500000/982/318/img/4318982_1.jpg"
"GIGABYTE  GA-Z270MX-Gaming 5 게이밍에디션 제이씨현,GIGABYTE,인텔 CPU용,인텔(소켓1151),(인텔) Z270,Micro-ATX (24.4 x 24.4cm),DDR4,4개,최대 64GB,CrossFire X + SLI,PCIe3.0 x16,PCI-Express 3.0 x16,(M.2) 1개,,,O,O,,,,,,O,O,PS/2 콤보 1개,O,,,,279830,http://timg.danawa.com/prod_img/500000/841/818/img/4818841_1.jpg"
