"be quiet  DARK BASE PRO 900 SILVER,be quiet,PC케이스(ATX),빅타워,표준-ATX,O,O,O,,,,,O,최대 15개,최대 472 mm,CPU쿨러: 최대 185mm,3열 수랭쿨러 지원,383300,http://timg.danawa.com/prod_img/500000/022/473/img/4473022_1.jpg"
"Fractal Design  Define R5 Blackout,Fractal Design,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 2개,최대 440 mm,CPU쿨러: 최대 180mm,3열 수랭쿨러 지원,165110,http://timg.danawa.com/prod_img/500000/540/043/img/5043540_1.jpg"
"IN WIN  303 화이트,IN WIN,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 4개,최대 350 mm,CPU쿨러: 최대 160mm,3열 수랭쿨러 지원,110430,http://timg.danawa.com/prod_img/500000/532/174/img/4174532_1.jpg"
"IN WIN  303 블랙,IN WIN,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 4개,최대 350 mm,CPU쿨러: 최대 160mm,3열 수랭쿨러 지원,110430,http://timg.danawa.com/prod_img/500000/523/174/img/4174523_1.jpg"
"COX  A7 토닉 USB3.0 풀 아크릴 윈도우,COX,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 6개,최대 365 mm,CPU쿨러: 최대 160mm,2열 수랭쿨러 지원,42700,http://timg.danawa.com/prod_img/500000/992/746/img/4746992_1.jpg"
"be quiet  DARK BASE PRO 900 BLACK,be quiet,PC케이스(ATX),빅타워,표준-ATX,O,O,O,,,,,O,최대 15개,최대 472 mm,CPU쿨러: 최대 185mm,3열 수랭쿨러 지원,383300,http://timg.danawa.com/prod_img/500000/944/472/img/4472944_1.jpg"
"3RSYS  L520,3RSYS,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 5개,최대 410 mm,CPU쿨러: 최대 162mm,2열 수랭쿨러 지원,48000,http://timg.danawa.com/prod_img/500000/276/378/img/4378276_1.jpg"
"아이구주  E-2 알바트로스 RGB LED,아이구주,PC케이스(ATX),미들타워,표준-ATX,O,O,O,,,,,O,최대 6개,최대 400 mm,CPU쿨러: 최대 170mm,2열 수랭쿨러 지원,94380,http://timg.danawa.com/prod_img/500000/321/986/img/3986321_1.jpg"
"Fractal Design  Define R5 화이트&골드 Window,Fractal Design,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 2개,최대 440 mm,CPU쿨러: 최대 180mm,3열 수랭쿨러 지원,171540,http://timg.danawa.com/prod_img/500000/428/974/img/4974428_1.jpg"
"Fractal Design  Define R5 Blackout Window,Fractal Design,PC케이스(ATX),미들타워,표준-ATX,,O,O,,,,,O,최대 2개,최대 440 mm,CPU쿨러: 최대 180mm,3열 수랭쿨러 지원,179970,http://timg.danawa.com/prod_img/500000/452/974/img/4974452_1.jpg"
"3RSYS  R360 풀 아크릴 윈도우 블랙,3RSYS,PC케이스(M-ATX),미니타워,표준-ATX,,,O,,,,,O,최대 3개,최대 307 mm,CPU쿨러: 최대 135mm,,24000,http://timg.danawa.com/prod_img/500000/139/176/img/5176139_1.jpg"
"마이크로닉스  24인치 풀HD 일체형케이스 MB401,마이크로닉스,미니ITX,미들타워,DC to DC,,,,,,,,O,최대 1개,,,,402060,http://timg.danawa.com/prod_img/500000/228/189/img/4189228_1.jpg"
"마이크로닉스  34형 커브드 UWQHD 수냉 일체형케이스,마이크로닉스,기타,미들타워,FLEX,,,,,,,,O,최대 1개,최대 300 mm,,,1790500,http://timg.danawa.com/prod_img/500000/802/721/img/4721802_1.jpg"
