"Plextor  M7V(128GB),Plextor,내장형,2.5형(6.4cm),SATA3 (6Gb/s),128GB,TLC(토글),,,마벨 88SS1074B1,최대 500MB/s,최대 560MB/s,,,,,,,,75050,http://timg.danawa.com/prod_img/500000/370/964/img/3964370_1.jpg"
"ADATA  XPG SX950(240GB),ADATA,내장형,2.5형(6.4cm),SATA3 (6Gb/s),240GB,MLC(기타),3D낸드,,,최대 520MB/s,최대 560MB/s,,,,,,,,160820,http://timg.danawa.com/prod_img/500000/205/109/img/5109205_1.jpg"
"Plextor  S2G M.2 2280(256GB),Plextor,내장형,M.2 (2280),SATA3 (6Gb/s),256GB,TLC(토글),,16 nm,실리콘모션 SM2258,최대 480MB/s,최대 520MB/s,,,,,,,,119010,http://timg.danawa.com/prod_img/500000/839/576/img/4576839_1.jpg"
"타무즈  M550 M.2 2280(512GB),타무즈,내장형,M.2 (2280),SATA3 (6Gb/s),512GB,TLC(기타),3D낸드,,실리콘모션 SM2258,최대 520MB/s,최대 570MB/s,,,,,,,,206930,http://timg.danawa.com/prod_img/500000/426/205/img/5205426_1.jpg"
"타무즈  외장 SSD 전용 파우치,타무즈,SSD 주변기기,,,,,,,,,,,,,,,,,2710,http://timg.danawa.com/prod_img/500000/195/553/img/4553195_1.jpg"
"ZOTAC  SONIX PCIe(480GB),ZOTAC,내장형,PCIe 카드,PCIe3.0x4 (32GT/s),480GB,MLC(토글),,,,최대 1300 MB/s,최대 2600 MB/s,,,,,,,,444350,http://timg.danawa.com/prod_img/500000/587/934/img/3934587_1.jpg"
"라온티앤아이  MX370 mSATA(256GB),라온티앤아이,내장형,Mini SATA(mSATA),,256GB,MLC(토글),,,실리콘모션 SM2246EN,320MB/s,560MB/s,,,,,,,,124910,http://timg.danawa.com/prod_img/500000/968/957/img/3957968_1.jpg"
"갤럭시  GALAX GAMER L SSD V3(240GB),갤럭시,내장형,2.5형(6.4cm),SATA3 (6Gb/s),240GB,MLC(토글),2D낸드,,파이슨 S3110-S10,최대 220MB/s,최대 550MB/s,,,,,,,,109460,http://timg.danawa.com/prod_img/500000/348/815/img/4815348_1.jpg"
"타무즈  M550 M.2 2280(128GB),타무즈,내장형,M.2 (2280),SATA3 (6Gb/s),128GB,TLC(기타),3D낸드,,실리콘모션 SM2258,최대 460MB/s,최대 570MB/s,,,,,,,,72910,http://timg.danawa.com/prod_img/500000/402/205/img/5205402_1.jpg"
"TOPDISK  SKT20(240GB),TOPDISK,내장형,2.5형(6.4cm),SATA3 (6Gb/s),240GB,TLC(토글),,15 nm,실리콘모션 SM2256K,최대 510MB/s,최대 560MB/s,,,,,,,,106210,http://timg.danawa.com/prod_img/500000/201/397/img/4397201_1.jpg"
"타무즈  M550 M.2 2280(256GB),타무즈,내장형,M.2 (2280),SATA3 (6Gb/s),256GB,TLC(기타),3D낸드,,실리콘모션 SM2258,최대 520MB/s,최대 570MB/s,,,,,,,,119010,http://timg.danawa.com/prod_img/500000/418/205/img/5205418_1.jpg"
"Plextor  S3C(256GB),Plextor,내장형,2.5형(6.4cm),SATA3 (6Gb/s),256GB,TLC(기타),2D낸드,14 nm,실리콘모션 SM2254,최대 510MB/s,최대 550MB/s,,,,,,,,129730,http://timg.danawa.com/prod_img/500000/713/130/img/5130713_1.jpg"
"Plextor  S2G M.2 2280(512GB),Plextor,내장형,M.2 (2280),SATA3 (6Gb/s),512GB,TLC(토글),,16 nm,실리콘모션 SM2258,최대 480MB/s,최대 520MB/s,,,,,,,,215500,http://timg.danawa.com/prod_img/500000/288/522/img/4522288_1.jpg"
"TeamGroup  L3 EVO(120GB),TeamGroup,내장형,2.5형(6.4cm),SATA3 (6Gb/s),120GB,TLC(토글),,,파이슨,최대 400MB/s,최대 500MB/s,,,,,,,,69360,http://timg.danawa.com/prod_img/500000/037/986/img/3986037_1.jpg"
"TeamGroup  L5 Lite(480GB),TeamGroup,내장형,2.5형(6.4cm),SATA3 (6Gb/s),480GB,TLC(기타),3D낸드,,,최대 420MB/s,최대 530MB/s,,,,,,,,194060,http://timg.danawa.com/prod_img/500000/351/087/img/5087351_1.jpg"
"SilverStone  듀얼 SSD 가이드 (SDP08-LITE),SilverStone,SSD 주변기기,철재(SECC),,,,,,,,,,,,,O,,,5150,http://timg.danawa.com/prod_img/500000/216/299/img/2299216_1.jpg"
"TeamGroup  L5 Lite(240GB),TeamGroup,내장형,2.5형(6.4cm),SATA3 (6Gb/s),240GB,TLC(기타),3D낸드,,,최대 400MB/s,최대 530MB/s,,,,,,,,110430,http://timg.danawa.com/prod_img/500000/345/087/img/5087345_1.jpg"
"TeamGroup  L3 EVO(240GB),TeamGroup,내장형,2.5형(6.4cm),SATA3 (6Gb/s),240GB,TLC(토글),,,파이슨,최대 470MB/s,최대 530MB/s,,,,,,,,115960,http://timg.danawa.com/prod_img/500000/029/986/img/3986029_1.jpg"
