"G.SKILL  DDR4 32G PC4-19200 CL16 FLARE X DUAL (16Gx2),G.SKILL,DDR4,PC용,2ea,포함,32GB,2400MHz,1.20V,350910,http://timg.danawa.com/prod_img/500000/061/063/img/5063061_1.jpg"
"TeamGroup  DDR4 16G PC4-17000 Elite,TeamGroup,DDR4,PC용,1ea,미포함,16GB,2133MHz,1.20V,135860,http://timg.danawa.com/prod_img/500000/013/010/img/4010013_1.jpg"
"GeIL  DDR4 8G PC4-24000 CL15 EVO-X 화이트 RGB (4Gx2),GeIL,DDR4,PC용,2ea,포함,8GB,3000MHz,1.35V,117020,http://timg.danawa.com/prod_img/500000/024/989/img/4989024_1.jpg"
"GeIL  DDR4 8G PC4-19200 CL15 SUPER LUCE BLACK 블루 (4Gx2),GeIL,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,97290,http://timg.danawa.com/prod_img/500000/014/784/img/3784014_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-21300 CL15 VULCAN Red (4Gx2),TeamGroup,DDR4,PC용,2ea,포함,8GB,2666MHz,1.20V,89840,http://timg.danawa.com/prod_img/500000/535/596/img/4596535_1.jpg"
"G.SKILL  DDR4 16G PC4-17000 CL15 AEGIS,G.SKILL,DDR4,PC용,1ea,미포함,16GB,2133MHz,1.20V,151020,http://timg.danawa.com/prod_img/500000/649/792/img/3792649_1.jpg"
"GeIL  DDR4 8G PC4-19200 CL15 SUPER LUCE BLACK 레드 (4Gx2),GeIL,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,97290,http://timg.danawa.com/prod_img/500000/183/783/img/3783183_1.jpg"
"GeIL  DDR4 8G PC4-17000 CL15 SUPER LUCE BLACK 레드,GeIL,DDR4,PC용,1ea,포함,8GB,2133MHz,1.20V,80750,http://timg.danawa.com/prod_img/500000/097/980/img/3980097_1.jpg"
"ESSENCORE KLEVV DDR3 4G PC3-17000 CL10 FIT,ESSENCORE,DDR3,PC용,1ea,포함,4GB,2133MHz,1.60V,34360,http://timg.danawa.com/prod_img/500000/127/055/img/5055127_1.jpg"
"G.SKILL  DDR4 16G PC4-34100 CL19 TRIDENT Z RGB (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,4266MHz,1.40V,462700,http://timg.danawa.com/prod_img/500000/273/905/img/4905273_1.jpg"
"타무즈  DDR4 4G PC4-17000 CL15,타무즈,DDR4,PC용,1ea,미포함,4GB,2133MHz,1.20V,34510,http://timg.danawa.com/prod_img/500000/138/546/img/4546138_1.jpg"
"CORSAIR  DDR4 32G PC4-25600 CL14 VENGEANCE LPX 레드 (8Gx4),CORSAIR,DDR4,PC용,4ea,포함,32GB,3200MHz,1.35V,408680,http://timg.danawa.com/prod_img/500000/556/067/img/4067556_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE WHITE 그린 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,176070,http://timg.danawa.com/prod_img/500000/467/888/img/4888467_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-19200 CL15 DARK Red,TeamGroup,DDR4,PC용,1ea,포함,16GB,2400MHz,1.20V,145570,http://timg.danawa.com/prod_img/500000/934/810/img/4810934_1.jpg"
"TeamGroup  DDR4 8G PC4-19200 New Elite Plus Black Gold,TeamGroup,DDR4,PC용,1ea,포함,8GB,2400MHz,1.20V,71220,http://timg.danawa.com/prod_img/500000/242/569/img/4569242_1.jpg"
"CORSAIR  DDR4 64G PC4-21300 CL15 Dominator Platinum (16Gx4),CORSAIR,DDR4,PC용,4ea,포함,64GB,2666MHz,1.20V,899530,http://timg.danawa.com/prod_img/500000/369/017/img/4017369_1.jpg"
"G.SKILL  DDR4 8G PC4-19200 CL15 RIPJAWS V VR,G.SKILL,DDR4,PC용,1ea,포함,8GB,2400MHz,1.20V,87430,http://timg.danawa.com/prod_img/500000/243/564/img/4564243_1.jpg"
"G.SKILL  DDR4 32G PC4-25600 CL16 TRIDENT ZKO (16Gx2),G.SKILL,DDR4,PC용,2ea,포함,32GB,3200MHz,1.35V,429140,http://timg.danawa.com/prod_img/500000/272/589/img/4589272_1.jpg"
"G.SKILL  DDR4 16G PC4-17000 CL15 RIPJAWS V VR,G.SKILL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,163470,http://timg.danawa.com/prod_img/500000/380/561/img/4561380_1.jpg"
"G.SKILL  DDR4 16G PC4-28800 CL17 TRIDENT ZKW (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3600MHz,1.35V,303180,http://timg.danawa.com/prod_img/500000/213/593/img/4593213_1.jpg"
"TeamGroup  DDR3 4G PC3-12800,TeamGroup,DDR3,PC용,1ea,미포함,4GB,1600MHz,1.50V,31910,http://timg.danawa.com/prod_img/500000/877/561/img/1561877_1.jpg"
"마이크론 Crucial DDR4 8G PC4-17000 CT8G4DFS8213,마이크론,DDR4,PC용,1ea,미포함,8GB,2133MHz,1.20V,67380,http://timg.danawa.com/prod_img/500000/730/428/img/4428730_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE BLACK 화이트 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,181590,http://timg.danawa.com/prod_img/500000/666/783/img/3783666_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 SUPER LUCE WHITE 레드,GeIL,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,49740,http://timg.danawa.com/prod_img/500000/482/982/img/3982482_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE WHITE 블루 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,181220,http://timg.danawa.com/prod_img/500000/483/784/img/3784483_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 TRIDENT ZKY (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,230740,http://timg.danawa.com/prod_img/500000/139/589/img/4589139_1.jpg"
"G.SKILL  DDR4 16G PC4-19200 CL15 RIPJAWS V VS,G.SKILL,DDR4,PC용,1ea,포함,16GB,2400MHz,1.20V,171040,http://timg.danawa.com/prod_img/500000/374/564/img/4564374_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 RIPJAWS V VKB (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,206090,http://timg.danawa.com/prod_img/500000/613/571/img/4571613_1.jpg"
"G.SKILL  DDR4 16G PC4-17000 CL15 RIPJAWS V VB,G.SKILL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,171660,http://timg.danawa.com/prod_img/500000/349/561/img/4561349_1.jpg"
"CORSAIR  DDR4 32G PC4-25600 CL16 VENGEANCE LPX 레드 (16Gx2),CORSAIR,DDR4,PC용,2ea,포함,32GB,3200MHz,1.20V,374710,http://timg.danawa.com/prod_img/500000/210/063/img/4063210_1.jpg"
"TeamGroup  노트북 DDR4 4G PC4-17000,TeamGroup,DDR4,노트북용,1ea,미포함,4GB,2133MHz,1.20V,36700,http://timg.danawa.com/prod_img/500000/603/082/img/4082603_1.jpg"
"CORSAIR  DDR4 16GB PC4-21300 CL16 VENGEANCE RGB (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,2666MHz,1.20V,214340,http://timg.danawa.com/prod_img/500000/243/137/img/5137243_1.jpg"
"G.SKILL  DDR4 16G PC4-21300 CL15 RIPJAWS V VR,G.SKILL,DDR4,PC용,1ea,포함,16GB,2666MHz,1.20V,185270,http://timg.danawa.com/prod_img/500000/715/564/img/4564715_1.jpg"
"G.SKILL  DDR4 16G PC4-19200 CL15 RIPJAWS V VR,G.SKILL,DDR4,PC용,1ea,포함,16GB,2400MHz,1.20V,167630,http://timg.danawa.com/prod_img/500000/349/564/img/4564349_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL16 EVO FORZA 레드 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,154270,http://timg.danawa.com/prod_img/500000/542/425/img/4425542_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 SUPER LUCE BLACK 블루,GeIL,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,49740,http://timg.danawa.com/prod_img/500000/993/979/img/3979993_1.jpg"
"타무즈  노트북 DDR3 4G PC3-12800 CL11 1.35V,타무즈,DDR3,노트북용,1ea,미포함,4GB,1600MHz,1.35V,33970,http://timg.danawa.com/prod_img/500000/965/545/img/4545965_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE BLACK 그린 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,178040,http://timg.danawa.com/prod_img/500000/382/886/img/4886382_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 TRIDENT ZSW (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,225250,http://timg.danawa.com/prod_img/500000/267/244/img/4244267_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 RIPJAWS V VS (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,237760,http://timg.danawa.com/prod_img/500000/651/571/img/4571651_1.jpg"
"G.SKILL  DDR4 8G PC4-21300 CL15 RIPJAWS V VS,G.SKILL,DDR4,PC용,1ea,포함,8GB,2666MHz,1.20V,91660,http://timg.danawa.com/prod_img/500000/686/564/img/4564686_1.jpg"
"타무즈  노트북 DDR4 4G PC4-17000 CL15,타무즈,DDR4,노트북용,1ea,미포함,4GB,2133MHz,1.20V,33970,http://timg.danawa.com/prod_img/500000/057/546/img/4546057_1.jpg"
"GeIL  DDR4 16G PC4-24000 CL16 SUPER LUCE WHITE 블루 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,197760,http://timg.danawa.com/prod_img/500000/522/784/img/3784522_1.jpg"
"GeIL  DDR4 16G PC4-24000 CL16 SUPER LUCE WHITE 레드 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,197760,http://timg.danawa.com/prod_img/500000/730/784/img/3784730_1.jpg"
"G.SKILL  DDR4 16G PC4-24000 CL15 RIPJAWS V VRB (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,200890,http://timg.danawa.com/prod_img/500000/070/570/img/4570070_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 TRIDENT ZKO (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,225250,http://timg.danawa.com/prod_img/500000/250/244/img/4244250_1.jpg"
"ESSENCORE KLEVV DDR4 16G PC4-24000 CL15 CRAS II WHITE (8Gx2),ESSENCORE,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,203500,http://timg.danawa.com/prod_img/500000/170/143/img/5143170_1.jpg"
"G.SKILL  DDR4 16G PC4-17000 CL15 RIPJAWS V VS,G.SKILL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,163470,http://timg.danawa.com/prod_img/500000/397/561/img/4561397_1.jpg"
"GeIL  DDR4 16G PC4-25600 CL16 EVO FORZA 레드 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,197370,http://timg.danawa.com/prod_img/500000/620/425/img/4425620_1.jpg"
"G.SKILL  DDR4 16G PC4-19200 CL15 RIPJAWS V VB,G.SKILL,DDR4,PC용,1ea,포함,16GB,2400MHz,1.20V,167630,http://timg.danawa.com/prod_img/500000/292/564/img/4564292_1.jpg"
"CORSAIR  DDR4 64G PC4-27700 CL16 Dominator Platinum (16Gx4),CORSAIR,DDR4,PC용,4ea,포함,64GB,3466MHz,1.35V,1292870,http://timg.danawa.com/prod_img/500000/381/017/img/4017381_1.jpg"
"G.SKILL  DDR4 16G PC4-28800 CL17 TRIDENT Z (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3600MHz,1.35V,286290,http://timg.danawa.com/prod_img/500000/359/717/img/3717359_1.jpg"
"G.SKILL  DDR4 8G PC4-24000 CL15 TRIDENT Z (4Gx2),G.SKILL,DDR4,PC용,2ea,포함,8GB,3000MHz,1.35V,140570,http://timg.danawa.com/prod_img/500000/705/439/img/3439705_1.jpg"
"G.SKILL  DDR4 32G PC4-28800 CL17 TRIDENT Z RGB (16Gx2),G.SKILL,DDR4,PC용,2ea,포함,32GB,3600MHz,1.35V,653830,http://timg.danawa.com/prod_img/500000/394/905/img/4905394_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-22400 CL16 DARK Gray (8Gx2),TeamGroup,DDR4,PC용,2ea,포함,16GB,2800MHz,1.20V,167630,http://timg.danawa.com/prod_img/500000/185/596/img/4596185_1.jpg"
"TeamGroup  DDR4 4G PC4-17000 Elite,TeamGroup,DDR4,PC용,1ea,미포함,4GB,2133MHz,1.20V,36160,http://timg.danawa.com/prod_img/500000/657/007/img/3007657_1.jpg"
"G.SKILL  DDR4 16G PC4-24000 CL15 RIPJAWS V VR,G.SKILL,DDR4,PC용,1ea,포함,16GB,3000MHz,1.35V,205120,http://timg.danawa.com/prod_img/500000/047/570/img/4570047_1.jpg"
"AVEXIR  DDR4 16G PC4-21300 CL15 RAIDEN (8Gx2),AVEXIR,DDR4,PC용,2ea,포함,16GB,2666MHz,1.35V,248490,http://timg.danawa.com/prod_img/500000/506/481/img/3481506_1.jpg"
"TeamGroup  DDR3 8G PC3-12800,TeamGroup,DDR3,PC용,1ea,미포함,8GB,1600MHz,1.50V,61360,http://timg.danawa.com/prod_img/500000/045/699/img/1699045_1.jpg"
"타무즈  노트북 DDR3 4G PC3-10600 CL9,타무즈,DDR3,노트북용,1ea,미포함,4GB,1333MHz,1.50V,32320,http://timg.danawa.com/prod_img/500000/912/545/img/4545912_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-21300 CL15 DARK Gray (8Gx2),TeamGroup,DDR4,PC용,2ea,포함,16GB,2666MHz,1.20V,162160,http://timg.danawa.com/prod_img/500000/170/596/img/4596170_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 EVO-X 화이트 RGB (4Gx1),GeIL,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,50730,http://timg.danawa.com/prod_img/500000/746/988/img/4988746_1.jpg"
"G.SKILL  DDR4 16G PC4-24000 CL15 RIPJAWS V VKB (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,195680,http://timg.danawa.com/prod_img/500000/975/569/img/4569975_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-21300 CL15 DARK Gray (4Gx2),TeamGroup,DDR4,PC용,2ea,포함,8GB,2666MHz,1.20V,98610,http://timg.danawa.com/prod_img/500000/138/596/img/4596138_1.jpg"
"GeIL  DDR4 8G PC4-19200 CL15 SUPER LUCE BLACK 그린 (4Gx2),GeIL,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,97290,http://timg.danawa.com/prod_img/500000/322/886/img/4886322_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-19200 CL14 DARK Red (8Gx2),TeamGroup,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,157770,http://timg.danawa.com/prod_img/500000/308/596/img/4596308_1.jpg"
"GeIL  DDR4 8G PC4-19200 CL15 SUPER LUCE WHITE 그린 (4Gx2),GeIL,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,102550,http://timg.danawa.com/prod_img/500000/404/888/img/4888404_1.jpg"
"CORSAIR  DDR4 64G PC4-24000 CL15 Dominator Platinum (16Gx4),CORSAIR,DDR4,PC용,4ea,포함,64GB,3000MHz,1.35V,945120,http://timg.danawa.com/prod_img/500000/040/106/img/4106040_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE BLACK 블루 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,178040,http://timg.danawa.com/prod_img/500000/976/782/img/3782976_1.jpg"
"CORSAIR  DDR4 16G PC4-21300 CL15 Dominator Platinum (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,2666MHz,1.20V,239950,http://timg.danawa.com/prod_img/500000/947/382/img/3382947_1.jpg"
"ESSENCORE KLEVV DDR4 16G PC4-24000 CL15 CRAS II RED (8Gx2),ESSENCORE,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,203500,http://timg.danawa.com/prod_img/500000/162/143/img/5143162_1.jpg"
"CORSAIR  DDR4 16G PC4-24000 CL15 VENGEANCE LPX 레드 (4Gx4),CORSAIR,DDR4,PC용,4ea,포함,16GB,3000MHz,1.35V,195030,http://timg.danawa.com/prod_img/500000/124/063/img/4063124_1.jpg"
"GeIL  DDR4 16G PC4-24000 CL16 SUPER LUCE BLACK 블루 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,197760,http://timg.danawa.com/prod_img/500000/076/783/img/3783076_1.jpg"
"GeIL  DDR4 16G PC4-19200 CL15 SUPER LUCE WHITE 레드 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,178040,http://timg.danawa.com/prod_img/500000/703/784/img/3784703_1.jpg"
"G.SKILL  DDR4 8G PC4-19200 CL15 NT,G.SKILL,DDR4,PC용,1ea,미포함,8GB,2400MHz,1.20V,73960,http://timg.danawa.com/prod_img/500000/519/060/img/5060519_1.jpg"
"G.SKILL  DDR4 64G PC4-28800 CL17 TRIDENT Z (16Gx4),G.SKILL,DDR4,PC용,4ea,포함,64GB,3600MHz,1.35V,1155910,http://timg.danawa.com/prod_img/500000/401/848/img/4848401_1.jpg"
"CORSAIR  DDR4 64G PC4-22400 CL14 Dominator Platinum (16Gx4),CORSAIR,DDR4,PC용,4ea,포함,64GB,2800MHz,1.35V,918150,http://timg.danawa.com/prod_img/500000/371/017/img/4017371_1.jpg"
"GeIL  DDR4 8G PC4-17000 CL15 SUPER LUCE WHITE 블루,GeIL,DDR4,PC용,1ea,포함,8GB,2133MHz,1.20V,81850,http://timg.danawa.com/prod_img/500000/675/982/img/3982675_1.jpg"
"TeamGroup  DDR4 16G PC4-19200 New Elite Plus Black Gold,TeamGroup,DDR4,PC용,1ea,포함,16GB,2400MHz,1.20V,140240,http://timg.danawa.com/prod_img/500000/301/569/img/4569301_1.jpg"
"G.SKILL  DDR4 64G PC4-28800 CL17 TRIDENT ZKW (16Gx4),G.SKILL,DDR4,PC용,4ea,포함,64GB,3600MHz,1.35V,1190900,http://timg.danawa.com/prod_img/500000/413/848/img/4848413_1.jpg"
"G.SKILL  DDR4 16G PC4-25600 CL16 RIPJAWS V VK (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,235240,http://timg.danawa.com/prod_img/500000/543/571/img/4571543_1.jpg"
"TeamGroup  DDR4 8G PC4-17000 Elite,TeamGroup,DDR4,PC용,1ea,미포함,8GB,2133MHz,1.20V,68480,http://timg.danawa.com/prod_img/500000/730/007/img/3007730_1.jpg"
"CORSAIR  DDR4 32G PC4-28800 CL16 Dominator Platinum (8Gx4),CORSAIR,DDR4,PC용,4ea,포함,32GB,3600MHz,1.20V,696830,http://timg.danawa.com/prod_img/500000/004/392/img/4392004_1.jpg"
"TeamGroup  노트북 DDR4 8G PC4-17000,TeamGroup,DDR4,노트북용,1ea,미포함,8GB,2133MHz,1.20V,69570,http://timg.danawa.com/prod_img/500000/624/082/img/4082624_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 PRISTINE,GeIL,DDR4,PC용,1ea,미포함,4GB,2133MHz,1.20V,35720,http://timg.danawa.com/prod_img/500000/536/971/img/3971536_1.jpg"
"G.SKILL  DDR4 16G PC4-27200 CL16 TRIDENT Z (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3400MHz,1.35V,283140,http://timg.danawa.com/prod_img/500000/331/717/img/3717331_1.jpg"
"GeIL  DDR4 16G PC4-17000 CL15 SUPER LUCE BLACK 레드,GeIL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,152190,http://timg.danawa.com/prod_img/500000/113/980/img/3980113_1.jpg"
"타무즈  노트북 DDR3 4G PC3-8500 CL7,타무즈,DDR3,노트북용,1ea,미포함,4GB,1066MHz,1.50V,38350,http://timg.danawa.com/prod_img/500000/870/545/img/4545870_1.jpg"
"CORSAIR  DDR4 16G PC4-25600 CL16 Dominator Platinum (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,294730,http://timg.danawa.com/prod_img/500000/341/017/img/4017341_1.jpg"
"CORSAIR  DDR4 16G PC4-25600 CL16 VENGEANCE LPX 레드 (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,3200MHz,1.35V,199410,http://timg.danawa.com/prod_img/500000/083/540/img/3540083_1.jpg"
"CORSAIR  DDR4 32GB PC4-21300 CL16 VENGEANCE RGB (8Gx4),CORSAIR,DDR4,PC용,4ea,포함,32GB,2666MHz,1.20V,428790,http://timg.danawa.com/prod_img/500000/261/137/img/5137261_1.jpg"
"GeIL  DDR4 16G PC4-24000 CL16 SUPER LUCE BLACK 레드 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,197760,http://timg.danawa.com/prod_img/500000/300/783/img/3783300_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-19200 CL14 VULCAN Gray,TeamGroup,DDR4,PC용,1ea,포함,8GB,2400MHz,1.20V,75600,http://timg.danawa.com/prod_img/500000/983/810/img/4810983_1.jpg"
"G.SKILL  DDR4 16G PC4-24000 CL15 RIPJAWS V VS (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,200940,http://timg.danawa.com/prod_img/500000/099/570/img/4570099_1.jpg"
"GeIL  DDR4 16G PC4-17000 CL15 EVO-X RGB,GeIL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,158370,http://timg.danawa.com/prod_img/500000/946/540/img/4540946_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-19200 CL14 VULCAN Red (8Gx2),TeamGroup,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,151200,http://timg.danawa.com/prod_img/500000/552/596/img/4596552_1.jpg"
"AVEXIR  DDR4 8G PC4-24000 CL16 RAIDEN (4Gx2),AVEXIR,DDR4,PC용,2ea,포함,8GB,3000MHz,1.35V,181110,http://timg.danawa.com/prod_img/500000/121/832/img/3832121_1.jpg"
"CORSAIR  DDR4 16G PC4-21300 CL16 VENGEANCE LPX 레드 (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,2666MHz,1.20V,178590,http://timg.danawa.com/prod_img/500000/222/383/img/3383222_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-19200 CL14 DARK Red (4Gx2),TeamGroup,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,94230,http://timg.danawa.com/prod_img/500000/239/596/img/4596239_1.jpg"
"ESSENCORE KLEVV DDR4 4G PC4-17000 CL15,ESSENCORE,DDR4,PC용,1ea,미포함,4GB,2133MHz,1.20V,38350,http://timg.danawa.com/prod_img/500000/831/399/img/3399831_1.jpg"
"GeIL  DDR4 16G PC4-24000 CL16 SUPER LUCE BLACK 화이트 (8Gx2),GeIL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,197760,http://timg.danawa.com/prod_img/500000/788/783/img/3783788_1.jpg"
"TeamGroup  DDR4 4G PC4-17000 New Elite Plus Black Gold,TeamGroup,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,37250,http://timg.danawa.com/prod_img/500000/024/596/img/4596024_1.jpg"
"GeIL  DDR4 8G PC4-17000 CL15 SUPER LUCE BLACK 화이트,GeIL,DDR4,PC용,1ea,포함,8GB,2133MHz,1.20V,80750,http://timg.danawa.com/prod_img/500000/203/980/img/3980203_1.jpg"
"GeIL  DDR4 16G PC4-17000 CL15 SUPER LUCE WHITE 레드,GeIL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,152190,http://timg.danawa.com/prod_img/500000/813/982/img/3982813_1.jpg"
"GeIL  DDR4 16G PC4-17000 CL15 SUPER LUCE WHITE 블루,GeIL,DDR4,PC용,1ea,포함,16GB,2133MHz,1.20V,152190,http://timg.danawa.com/prod_img/500000/801/982/img/3982801_1.jpg"
"CORSAIR  DDR4 32G PC4-21300 CL16 VENGEANCE LED 화이트 (8Gx4),CORSAIR,DDR4,PC용,4ea,포함,32GB,2666MHz,1.20V,419630,http://timg.danawa.com/prod_img/500000/762/482/img/4482762_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-19200 CL14 DARK Gray (4Gx2),TeamGroup,DDR4,PC용,2ea,포함,8GB,2400MHz,1.20V,94230,http://timg.danawa.com/prod_img/500000/109/596/img/4596109_1.jpg"
"TeamGroup T-Force DDR4 16G PC4-19200 CL14 DARK Gray (8Gx2),TeamGroup,DDR4,PC용,2ea,포함,16GB,2400MHz,1.20V,157770,http://timg.danawa.com/prod_img/500000/154/596/img/4596154_1.jpg"
"CORSAIR  DDR4 32G PC4-21300 CL15 Dominator Platinum (16Gx2),CORSAIR,DDR4,PC용,2ea,포함,32GB,2666MHz,1.20V,451410,http://timg.danawa.com/prod_img/500000/370/021/img/4021370_1.jpg"
"CORSAIR  DDR4 16G PC4-28800 CL18 VENGEANCE LPX 레드 (8Gx2),CORSAIR,DDR4,PC용,2ea,포함,16GB,3600MHz,1.35V,254740,http://timg.danawa.com/prod_img/500000/259/063/img/4063259_1.jpg"
"AVEXIR  DDR4 32G PC4-19200 CL16 CORE Series 레드 (16Gx2),AVEXIR,DDR4,PC용,2ea,포함,32GB,2400MHz,1.20V,306450,http://timg.danawa.com/prod_img/500000/849/559/img/4559849_1.jpg"
"CORSAIR  DDR4 32G PC4-27700 CL16 VENGEANCE LED 레드 (8Gx4),CORSAIR,DDR4,PC용,4ea,포함,32GB,3466MHz,1.35V,587270,http://timg.danawa.com/prod_img/500000/802/482/img/4482802_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 EVO-X RGB,GeIL,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,48650,http://timg.danawa.com/prod_img/500000/821/540/img/4540821_1.jpg"
"TeamGroup T-Force DDR4 8G PC4-19200 CL14 DARK Gray,TeamGroup,DDR4,PC용,1ea,포함,8GB,2400MHz,1.20V,79900,http://timg.danawa.com/prod_img/500000/857/810/img/4810857_1.jpg"
"TeamGroup T-Force DDR4 32G PC4-21300 CL15 Night Hawk Red (16Gx2),TeamGroup,DDR4,PC용,2ea,포함,32GB,2666MHz,1.20V,342500,http://timg.danawa.com/prod_img/500000/786/720/img/4720786_1.jpg"
"CORSAIR  DDR4 32G PC4-24000 CL15 Dominator Platinum (16Gx2),CORSAIR,DDR4,PC용,2ea,포함,32GB,3000MHz,1.35V,496330,http://timg.danawa.com/prod_img/500000/279/540/img/3540279_1.jpg"
"AVEXIR  DDR4 8G PC4-21300 CL15 RAIDEN (4Gx2),AVEXIR,DDR4,PC용,2ea,포함,8GB,2666MHz,1.35V,160400,http://timg.danawa.com/prod_img/500000/696/477/img/3477696_1.jpg"
"G.SKILL  DDR4 4G PC4-17000 CL15 NT (4Gx1),G.SKILL,DDR4,PC용,1ea,미포함,4GB,2133MHz,1.20V,39840,http://timg.danawa.com/prod_img/500000/081/853/img/4853081_1.jpg"
"G.SKILL  DDR4 16G PC4-24000 CL15 RIPJAWS V VR (8Gx2),G.SKILL,DDR4,PC용,2ea,포함,16GB,3000MHz,1.35V,200940,http://timg.danawa.com/prod_img/500000/008/570/img/4570008_1.jpg"
"GeIL  DDR4 4G PC4-17000 CL15 SUPER LUCE BLACK 화이트,GeIL,DDR4,PC용,1ea,포함,4GB,2133MHz,1.20V,49740,http://timg.danawa.com/prod_img/500000/144/980/img/3980144_1.jpg"
